"has_null","wave","gender","age","age_o","d_age","d_d_age","race","race_o","samerace","importance_same_race","importance_same_religion","d_importance_same_race","d_importance_same_religion","field","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","d_pref_o_attractive","d_pref_o_sincere","d_pref_o_intelligence","d_pref_o_funny","d_pref_o_ambitious","d_pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","d_attractive_o","d_sinsere_o","d_intelligence_o","d_funny_o","d_ambitous_o","d_shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","d_attractive_important","d_sincere_important","d_intellicence_important","d_funny_important","d_ambtition_important","d_shared_interests_important","attractive","sincere","intelligence","funny","ambition","d_attractive","d_sincere","d_intelligence","d_funny","d_ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","d_attractive_partner","d_sincere_partner","d_intelligence_partner","d_funny_partner","d_ambition_partner","d_shared_interests_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","d_sports","d_tvsports","d_exercise","d_dining","d_museums","d_art","d_hiking","d_gaming","d_clubbing","d_reading","d_tv","d_theater","d_movies","d_concerts","d_music","d_shopping","d_yoga","interests_correlate","d_interests_correlate","expected_happy_with_sd_people","expected_num_interested_in_me","expected_num_matches","d_expected_happy_with_sd_people","d_expected_num_interested_in_me","d_expected_num_matches","like","guess_prob_liked","d_like","d_guess_prob_liked","met","decision","decision_o","match"
1,9,female,25,27,2,[2-3],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',7.5,17.5,20,22.5,12.5,20,[0-15],[16-20],[16-20],[21-100],[0-15],[16-20],9,9,9,9,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,8,9,7,7,7,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.27,[0-0.33],7,?,?,[7-10],[0-3],[0-2],6,6,[6-8],[5-6],0,0,1,0
1,9,female,25,26,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',21.28,17.02,21.28,12.77,6.38,21.28,[21-100],[16-20],[21-100],[0-15],[0-15],[21-100],7,6,7,5,6,6,[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,8,9,8,10,8,[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.25,[0-0.33],7,?,?,[7-10],[0-3],[0-2],8,7,[6-8],[7-10],0,1,1,1
1,9,female,25,24,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',20.51,5.13,23.08,12.82,17.95,20.51,[21-100],[0-15],[21-100],[0-15],[16-20],[21-100],6,6,6,5,6,5,[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],7,8,9,6,9,5,[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.13,[0-0.33],7,?,?,[7-10],[0-3],[0-2],5,5,[0-5],[5-6],0,0,1,0
1,9,female,25,26,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',16.28,16.28,18.6,16.28,16.28,16.28,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],7,6,7,6,5,7,[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,8,8,8,10,8,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.53,[0.33-1],7,?,?,[7-10],[0-3],[0-2],7,7,[6-8],[7-10],0,0,1,0
1,9,female,25,25,0,[0-1],'Latino/Hispanic American',Other,0,9,10,[6-10],[6-10],'International Affairs',16.67,16.67,16.67,16.67,14.81,18.52,[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],9,10,9,9,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,7,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],-0.32,[-1-0],7,?,?,[7-10],[0-3],[0-2],6,6,[6-8],[5-6],0,0,1,0
1,9,female,25,27,2,[2-3],'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,9,10,[6-10],[6-10],'International Affairs',15.56,17.78,17.78,17.78,17.78,13.33,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],5,7,7,7,8,3,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,9,10,6,9,7,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.33,[0-0.33],7,?,?,[7-10],[0-3],[0-2],7,7,[6-8],[7-10],0,0,1,0
1,9,female,25,27,2,[2-3],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',9.52,19.05,23.81,19.05,4.76,23.81,[0-15],[16-20],[21-100],[16-20],[0-15],[21-100],6,5,5,4,6,5,[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,8,9,5,6,6,[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.44,[0.33-1],7,?,?,[7-10],[0-3],[0-2],5,5,[0-5],[5-6],0,0,0,0
1,9,female,25,28,3,[2-3],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',17.39,17.39,19.57,19.57,10.87,15.22,[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],8,7,8,7,8,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],7,8,8,8,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.13,[0-0.33],7,?,?,[7-10],[0-3],[0-2],7,5,[6-8],[5-6],0,0,1,0
1,9,female,25,32,7,[7-37],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',17.24,17.24,17.24,17.24,13.79,17.24,[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],9,7,7,7,6,7,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,8,8,7,6,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.3,[0-0.33],7,?,?,[7-10],[0-3],[0-2],7,5,[6-8],[5-6],0,0,0,0
1,9,female,25,28,3,[2-3],'Latino/Hispanic American','Latino/Hispanic American',1,9,10,[6-10],[6-10],'International Affairs',14.71,14.71,14.71,14.71,20.59,20.59,[0-15],[0-15],[0-15],[0-15],[21-100],[21-100],7,7,8,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,8,8,7,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.03,[0-0.33],7,?,?,[7-10],[0-3],[0-2],7,6,[6-8],[5-6],0,0,1,0
1,9,female,25,23,2,[2-3],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',25.64,17.95,15.38,20.51,10.26,10.26,[21-100],[16-20],[16-20],[21-100],[0-15],[0-15],6,7,6,7,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],9,8,10,8,9,7,[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.34,[0.33-1],7,?,?,[7-10],[0-3],[0-2],8,6,[6-8],[5-6],0,1,0,0
1,9,female,25,26,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',20,16,18,16,16,14,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],6,8,8,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,8,10,9,10,8,[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.51,[0.33-1],7,?,?,[7-10],[0-3],[0-2],8,7,[6-8],[7-10],0,1,1,1
1,9,female,25,24,1,[0-1],'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,9,10,[6-10],[6-10],'International Affairs',13.51,18.92,21.62,13.51,13.51,18.92,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],7,5,6,7,5,5,[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,8,9,7,7,6,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.09,[0-0.33],7,?,?,[7-10],[0-3],[0-2],6,7,[6-8],[7-10],0,0,1,0
1,9,female,25,28,3,[2-3],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',21.43,16.67,21.43,16.67,11.9,11.9,[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],6,8,5,8,5,7,[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,9,10,8,10,7,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.05,[0-0.33],7,?,?,[7-10],[0-3],[0-2],7,7,[6-8],[7-10],0,0,1,0
1,9,female,25,42,17,[7-37],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',23.81,23.81,23.81,23.81,2.38,2.38,[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],9,8,8,8,6,8,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],5,8,8,7,7,8,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.21,[0-0.33],7,?,?,[7-10],[0-3],[0-2],6,6,[6-8],[5-6],0,0,1,0
1,9,female,25,30,5,[4-6],'Latino/Hispanic American','Latino/Hispanic American',1,9,10,[6-10],[6-10],'International Affairs',18.6,20.93,23.26,23.26,2.33,11.63,[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],7,7,7,6,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,10,10,10,8,7,[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.4,[0.33-1],7,?,?,[7-10],[0-3],[0-2],7,6,[6-8],[5-6],1,0,0,0
1,9,female,25,31,6,[4-6],'Latino/Hispanic American',European/Caucasian-American,0,9,10,[6-10],[6-10],'International Affairs',17.78,17.78,17.78,17.78,13.33,15.56,[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],8,9,9,9,8,8,[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,7,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.14,[0-0.33],7,?,?,[7-10],[0-3],[0-2],7,6,[6-8],[5-6],0,0,1,0
1,9,female,25,29,4,[4-6],'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,9,10,[6-10],[6-10],'International Affairs',14,20,18,16,14,18,[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],8,8,8,8,8,?,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],15.52,17.24,17.24,17.24,17.24,15.52,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],8,10,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,8,8,8,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],0.19,[0-0.33],7,?,?,[7-10],[0-3],[0-2],6,6,[6-8],[5-6],0,0,1,0
1,9,male,23,24,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,6,8,[6-10],[6-10],'Computational Biochemsistry',16,16,20,16,18,14,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],7,8,10,8,10,7,[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],7,8,6,7,8,3,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],-0.22,[-1-0],6,?,?,[5-6],[0-3],[0-2],5,4,[0-5],[0-4],0,0,1,0
1,9,male,23,27,4,[4-6],European/Caucasian-American,European/Caucasian-American,1,6,8,[6-10],[6-10],'Computational Biochemsistry',15.38,19.23,19.23,19.23,13.46,13.46,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],8,7,10,8,9,9,[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],9,8,7,7,7,5,[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0.27,[0-0.33],6,?,?,[5-6],[0-3],[0-2],7,0,[6-8],[0-4],1,0,0,0
1,9,male,23,25,2,[2-3],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,8,[6-10],[6-10],'Computational Biochemsistry',17.65,17.65,17.65,15.69,15.69,15.69,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],5,8,7,9,8,5,[0-5],[6-8],[6-8],[9-10],[6-8],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],7,8,8,7,9,5,[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0,[-1-0],6,?,?,[5-6],[0-3],[0-2],6,6,[6-8],[5-6],0,1,1,1
1,9,male,23,24,1,[0-1],European/Caucasian-American,Other,0,6,8,[6-10],[6-10],'Computational Biochemsistry',14,18,20,18,16,14,[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],7,7,7,7,7,4,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],8,8,9,6,8,5,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],-0.04,[-1-0],6,?,?,[5-6],[0-3],[0-2],8,6,[6-8],[5-6],0,1,0,0
1,9,male,23,23,0,[0-1],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,8,[6-10],[6-10],'Computational Biochemsistry',15.38,19.23,17.31,19.23,9.62,19.23,[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],4,5,5,5,5,5,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],6,7,7,6,7,4,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0.07,[0-0.33],6,?,?,[5-6],[0-3],[0-2],4,5,[0-5],[5-6],0,0,0,0
1,9,male,23,30,7,[7-37],European/Caucasian-American,European/Caucasian-American,1,6,8,[6-10],[6-10],'Computational Biochemsistry',17.5,17.5,20,12.5,20,12.5,[16-20],[16-20],[16-20],[0-15],[16-20],[0-15],2,10,10,5,6,5,[0-5],[9-10],[9-10],[0-5],[6-8],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],8,6,7,6,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0.46,[0.33-1],6,?,?,[5-6],[0-3],[0-2],7,5,[6-8],[5-6],0,1,0,0
1,9,male,23,25,2,[2-3],European/Caucasian-American,European/Caucasian-American,1,6,8,[6-10],[6-10],'Computational Biochemsistry',13.21,18.87,18.87,16.98,16.98,15.09,[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],7,10,10,7,9,?,[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],9,5,6,7,6,5,[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0.59,[0.33-1],6,?,?,[5-6],[0-3],[0-2],8,3,[6-8],[0-4],0,1,0,0
1,9,male,23,25,2,[2-3],European/Caucasian-American,European/Caucasian-American,1,6,8,[6-10],[6-10],'Computational Biochemsistry',15.38,17.31,17.31,17.31,17.31,15.38,[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],7,7,8,?,8,?,[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],9,7,8,6,8,6,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0.21,[0-0.33],6,?,?,[5-6],[0-3],[0-2],7,6,[6-8],[5-6],0,1,0,0
1,9,male,23,22,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,6,8,[6-10],[6-10],'Computational Biochemsistry',15.38,19.23,19.23,19.23,15.38,11.54,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],7,9,8,8,7,5,[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],9,8,9,9,9,6,[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0.16,[0-0.33],6,?,?,[5-6],[0-3],[0-2],9,8,[9-10],[7-10],0,1,0,0
1,9,male,23,22,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,6,8,[6-10],[6-10],'Computational Biochemsistry',16,20,18,20,18,8,[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],3,6,7,5,7,?,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],17.02,21.28,17.02,21.28,14.89,8.51,[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],8,10,10,9,8,[6-8],[9-10],[9-10],[9-10],[6-8],9,8,9,8,7,6,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],0.03,[0-0.33],6,?,?,[5-6],[0-3],[0-2],9,8,[9-10],[7-10],0,1,0,0
