iid,pid,gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,att_m,sin_m,int_m,fun_m,amb_m,sha_m,decision_o,like_o
211,221,1,28,27,0,9,16,18,18,18,18,13,6,5,6,6,7,3,16,16,18,18,16,15,7,9,9,9,9,6,10,10,6,10,10,6,1,7.1,6.5,6.9,5.7,6.5,5.7,1,6
212,221,1,27,27,0,3,16,18,18,18,18,13,5,8,8,8,8,6,14,18,18,16,18,14,7,9,7,8,9,7,7,8,7,8,7,7,0,6.9,7.5,7.4,7.3,6.6,6.3,1,7
213,221,1,25,27,0,9,16,18,18,18,18,13,5,7,7,7,8,3,16,17,17,17,17,16,8,10,9,9,9,8,9,10,6,9,7,7,0,7.1,7.3,7.1,6.9,6.7,6.5,1,7
202,222,1,22,27,1,8,10,19,24,19,5,24,6,4,7,7,8,2,15,19,19,19,15,12,7,10,9,10,8,2,9,10,4,8,4,5,1,5.7,6.9,7.6,5.9,6.4,4.9,1,6
203,222,1,22,27,1,4,10,19,24,19,5,24,8,5,6,7,6,3,16,20,18,20,18,8,9,8,9,10,7,3,9,10,2,9,3,5,1,6.9,7.5,8,6.1,5.9,5.6,1,7
204,222,1,26,27,1,8,10,19,24,19,5,24,7,6,2,2,8,3,20,16,18,16,18,14,9,5,9,10,10,1,6,8,1,2,1,1,0,5.7,6,6.4,6.3,6.8,4.8,0,4
205,222,1,23,27,1,5,10,19,24,19,5,24,7,5,6,8,2,4,15,17,19,19,12,17,7,8,9,10,5,3,10,10,5,8,6,10,0,6.2,6.5,6.9,5.7,5.9,5,1,5
206,222,1,31,27,0,2,10,19,24,19,5,24,6,5,6,2,5,4,15,17,21,19,17,12,8,8,8,8,8,4,10,10,9,8,7,7,0,5.9,7.7,7.9,6.6,6.8,5.8,0,6
207,222,1,23,27,1,9,10,19,24,19,5,24,8,4,8,6,4,4,17,13,17,19,19,13,8,8,10,8,9,1,1,1,1,1,1,1,0,8.4,6.6,6.8,8.2,6.9,6.1,1,7
208,222,1,25,27,0,2,10,19,24,19,5,24,8,7,7,8,2,5,12,13,19,19,19,17,9,10,10,10,10,5,7,10,5,7,6,5,0,7.6,7.6,7.2,7.8,6.9,6,1,8
211,222,1,28,27,1,9,10,19,24,19,5,24,8,5,7,5,6,5,16,16,18,18,16,15,7,9,9,9,9,4,10,10,5,7,6,6,0,7.1,6.5,6.9,5.7,6.5,5.7,1,7
212,222,1,27,27,0,3,10,19,24,19,5,24,8,6,6,8,5,6,14,18,18,16,18,14,7,9,7,8,9,5,8,8,5,7,6,6,0,6.9,7.5,7.4,7.3,6.6,6.3,1,9
213,222,1,25,27,0,9,10,19,24,19,5,24,6,5,5,4,6,5,16,17,17,17,17,16,8,10,9,9,9,6,8,9,5,6,6,5,0,7.1,7.3,7.1,6.9,6.7,6.5,0,5
202,223,1,22,28,1,8,17,17,20,20,11,15,6,7,7,7,7,6,15,19,19,19,15,12,7,10,9,10,8,8,9,9,8,8,8,7,0,5.7,6.9,7.6,5.9,6.4,4.9,1,5
204,223,1,26,28,1,8,17,17,20,20,11,15,8,8,8,8,7,2,20,16,18,16,18,14,9,5,9,10,10,6,6,7,6,7,6,6,0,5.7,6,6.4,6.3,6.8,4.8,1,6
205,223,1,23,28,1,5,17,17,20,20,11,15,8,8,8,8,7,7,15,17,19,19,12,17,7,8,9,10,5,6,7,6,4,4,4,4,0,6.2,6.5,6.9,5.7,5.9,5,1,8
206,223,1,31,28,0,2,17,17,20,20,11,15,10,9,10,8,9,6,15,17,21,19,17,12,8,8,8,8,8,8,8,8,5,5,5,7,0,5.9,7.7,7.9,6.6,6.8,5.8,1,7
207,223,1,23,28,1,9,17,17,20,20,11,15,10,7,6,8,10,5,17,13,17,19,19,13,8,8,10,8,9,3,8,7,3,7,3,4,0,8.4,6.6,6.8,8.2,6.9,6.1,1,7
211,223,1,28,28,1,9,17,17,20,20,11,15,9,8,9,2,7,2,16,16,18,18,16,15,7,9,9,9,9,5,10,9,6,9,7,6,0,7.1,6.5,6.9,5.7,6.5,5.7,0,6
212,223,1,27,28,0,3,17,17,20,20,11,15,9,7,8,8,7,5,14,18,18,16,18,14,7,9,7,8,9,6,7,8,7,8,6,6,0,6.9,7.5,7.4,7.3,6.6,6.3,1,7
213,223,1,25,28,0,9,17,17,20,20,11,15,8,7,8,7,8,6,16,17,17,17,17,16,8,10,9,9,9,7,8,8,8,7,7,7,0,7.1,7.3,7.1,6.9,6.7,6.5,1,7
202,224,1,22,32,1,8,17,17,17,17,14,17,7,6,7,7,7,7,15,19,19,19,15,12,7,10,9,10,8,4,9,9,5,8,5,6,0,5.7,6.9,7.6,5.9,6.4,4.9,1,7
204,224,1,26,32,1,8,17,17,17,17,14,17,6,2,3,1,3,1,20,16,18,16,18,14,9,5,9,10,10,5,6,7,6,8,4,5,0,5.7,6,6.4,6.3,6.8,4.8,0,2
205,224,1,23,32,1,5,17,17,17,17,14,17,5,1,5,4,5,5,15,17,19,19,12,17,7,8,9,10,5,10,10,10,7,7,9,8,0,6.2,6.5,6.9,5.7,5.9,5,0,5
206,224,1,31,32,0,2,17,17,17,17,14,17,6,7,8,8,8,9,15,17,21,19,17,12,8,8,8,8,8,7,7,7,7,7,7,7,0,5.9,7.7,7.9,6.6,6.8,5.8,1,5
208,224,1,25,32,0,2,17,17,17,17,14,17,7,6,5,5,5,5,12,13,19,19,19,17,9,10,10,10,10,10,10,10,10,10,10,10,1,7.6,7.6,7.2,7.8,6.9,6,1,6
211,224,1,28,32,1,9,17,17,17,17,14,17,6,5,5,5,5,5,16,16,18,18,16,15,7,9,9,9,9,5,9,9,5,9,7,5,0,7.1,6.5,6.9,5.7,6.5,5.7,1,8
212,224,1,27,32,0,3,17,17,17,17,14,17,8,8,6,6,5,5,14,18,18,16,18,14,7,9,7,8,9,7,8,8,7,7,6,6,0,6.9,7.5,7.4,7.3,6.6,6.3,1,7
213,224,1,25,32,0,9,17,17,17,17,14,17,9,7,7,7,6,7,16,17,17,17,17,16,8,10,9,9,9,6,8,8,7,6,7,7,0,7.1,7.3,7.1,6.9,6.7,6.5,0,7
202,225,1,22,28,0,8,15,15,15,15,21,21,4,6,7,2,5,3,15,19,19,19,15,12,7,10,9,10,8,7,9,9,8,8,5,7,0,5.7,6.9,7.6,5.9,6.4,4.9,0,4
204,225,1,26,28,0,8,15,15,15,15,21,21,7,7,7,8,7,9,20,16,18,16,18,14,9,5,9,10,10,7,9,8,7,7,8,9,1,5.7,6,6.4,6.3,6.8,4.8,1,7
205,225,1,23,28,0,5,15,15,15,15,21,21,7,4,5,3,7,4,15,17,19,19,12,17,7,8,9,10,5,6,8,8,6,8,4,7,0,6.2,6.5,6.9,5.7,5.9,5,0,4
206,225,1,31,28,0,2,15,15,15,15,21,21,6,8,8,8,7,8,15,17,21,19,17,12,8,8,8,8,8,4,9,9,6,8,7,8,0,5.9,7.7,7.9,6.6,6.8,5.8,1,7
207,225,1,23,28,0,9,15,15,15,15,21,21,9,6,5,8,9,7,17,13,17,19,19,13,8,8,10,8,9,7,6,7,8,6,6,6,0,8.4,6.6,6.8,8.2,6.9,6.1,1,8
208,225,1,25,28,0,2,15,15,15,15,21,21,8,10,9,9,9,6,12,13,19,19,19,17,9,10,10,10,10,5,8,8,9,9,5,7,0,7.6,7.6,7.2,7.8,6.9,6,1,8
211,225,1,28,28,0,9,15,15,15,15,21,21,6,7,7,6,7,7,16,16,18,18,16,15,7,9,9,9,9,7,9,8,8,8,7,7,0,7.1,6.5,6.9,5.7,6.5,5.7,1,7
212,225,1,27,28,1,3,15,15,15,15,21,21,3,5,5,7,5,4,14,18,18,16,18,14,7,9,7,8,9,7,7,8,7,8,5,6,0,6.9,7.5,7.4,7.3,6.6,6.3,0,6
213,225,1,25,28,1,9,15,15,15,15,21,21,7,7,8,8,7,8,16,17,17,17,17,16,8,10,9,9,9,8,8,8,7,8,7,7,0,7.1,7.3,7.1,6.9,6.7,6.5,1,8
202,226,1,22,23,1,8,26,18,15,21,10,10,4,7,8,6,5,4,15,19,19,19,15,12,7,10,9,10,8,9,8,8,9,8,8,8,0,5.7,6.9,7.6,5.9,6.4,4.9,0,5
203,226,1,22,23,1,4,26,18,15,21,10,10,5,8,8,7,5,5,16,20,18,20,18,8,9,8,9,10,7,10,8,8,10,9,9,9,0,6.9,7.5,8,6.1,5.9,5.6,0,7
204,226,1,26,23,1,8,26,18,15,21,10,10,3,3,5,7,6,6,20,16,18,16,18,14,9,5,9,10,10,9,9,8,9,7,8,8,1,5.7,6,6.4,6.3,6.8,4.8,0,4
205,226,1,23,23,1,5,26,18,15,21,10,10,3,7,7,2,6,3,15,17,19,19,12,17,7,8,9,10,5,9,7,6,4,9,2,6,0,6.2,6.5,6.9,5.7,5.9,5,0,4
206,226,1,31,23,0,2,26,18,15,21,10,10,6,8,8,7,8,5,15,17,21,19,17,12,8,8,8,8,8,7,7,7,7,7,7,7,0,5.9,7.7,7.9,6.6,6.8,5.8,0,7
207,226,1,23,23,1,9,26,18,15,21,10,10,9,7,7,9,7,7,17,13,17,19,19,13,8,8,10,8,9,10,9,9,10,10,10,10,0,8.4,6.6,6.8,8.2,6.9,6.1,1,8
208,226,1,25,23,0,2,26,18,15,21,10,10,8,7,8,8,7,6,12,13,19,19,19,17,9,10,10,10,10,9,9,9,9,9,9,9,0,7.6,7.6,7.2,7.8,6.9,6,1,8
211,226,1,28,23,1,9,26,18,15,21,10,10,6,8,8,7,9,7,16,16,18,18,16,15,7,9,9,9,9,10,8,8,9,9,6,9,0,7.1,6.5,6.9,5.7,6.5,5.7,0,7
212,226,1,27,23,0,3,26,18,15,21,10,10,8,7,8,8,7,7,14,18,18,16,18,14,7,9,7,8,9,8,7,8,7,8,6,7,0,6.9,7.5,7.4,7.3,6.6,6.3,1,8
213,226,1,25,23,0,9,26,18,15,21,10,10,6,7,6,7,6,6,16,17,17,17,17,16,8,10,9,9,9,9,8,10,8,9,7,8,0,7.1,7.3,7.1,6.9,6.7,6.5,0,6
202,227,1,22,26,1,8,20,16,18,16,16,14,4,6,7,4,5,4,15,19,19,19,15,12,7,10,9,10,8,8,7,8,8,9,7,7,0,5.7,6.9,7.6,5.9,6.4,4.9,0,3
203,227,1,22,26,1,4,20,16,18,16,16,14,5,7,7,5,6,5,16,20,18,20,18,8,9,8,9,10,7,8,6,8,7,8,7,6,0,6.9,7.5,8,6.1,5.9,5.6,0,4
204,227,1,26,26,1,8,20,16,18,16,16,14,4,4,5,5,5,5,20,16,18,16,18,14,9,5,9,10,10,7,7,6,6,6,5,8,1,5.7,6,6.4,6.3,6.8,4.8,0,3
205,227,1,23,26,1,5,20,16,18,16,16,14,3,5,6,5,5,3,15,17,19,19,12,17,7,8,9,10,5,2,7,5,4,9,2,2,0,6.2,6.5,6.9,5.7,5.9,5,0,3
206,227,1,31,26,0,2,20,16,18,16,16,14,4,5,6,4,5,3,15,17,21,19,17,12,8,8,8,8,8,8,8,8,8,8,7,7,0,5.9,7.7,7.9,6.6,6.8,5.8,0,3
207,227,1,23,26,1,9,20,16,18,16,16,14,8,8,7,9,8,8,17,13,17,19,19,13,8,8,10,8,9,8,10,7,9,7,8,8,0,8.4,6.6,6.8,8.2,6.9,6.1,1,9
208,227,1,25,26,0,2,20,16,18,16,16,14,8,8,8,8,8,7,12,13,19,19,19,17,9,10,10,10,10,8,9,9,9,9,9,9,0,7.6,7.6,7.2,7.8,6.9,6,1,8
210,227,1,29,26,1,10,20,16,18,16,16,14,5,8,7,7,7,6,20,16,20,16,11,18,8,8,6,9,9,6,6,5,9,5,5,5,0,6.7,8.3,7.7,7.7,7.7,7,0,5
211,227,1,28,26,1,9,20,16,18,16,16,14,6,6,6,5,5,5,16,16,18,18,16,15,7,9,9,9,9,7,6,8,8,10,2,8,0,7.1,6.5,6.9,5.7,6.5,5.7,0,5
212,227,1,27,26,0,3,20,16,18,16,16,14,6,8,8,6,6,6,14,18,18,16,18,14,7,9,7,8,9,8,7,8,7,8,6,7,0,6.9,7.5,7.4,7.3,6.6,6.3,0,6
213,227,1,25,26,0,9,20,16,18,16,16,14,6,8,8,7,7,7,16,17,17,17,17,16,8,10,9,9,9,8,8,10,9,10,8,8,0,7.1,7.3,7.1,6.9,6.7,6.5,1,6
202,228,1,22,24,0,8,14,19,22,14,14,19,4,8,7,6,7,5,15,19,19,19,15,12,7,10,9,10,8,4,9,9,6,7,3,5,0,5.7,6.9,7.6,5.9,6.4,4.9,0,4
204,228,1,26,24,0,8,14,19,22,14,14,19,4,7,5,5,4,4,20,16,18,16,18,14,9,5,9,10,10,2,6,5,2,3,2,4,0,5.7,6,6.4,6.3,6.8,4.8,0,4
205,228,1,23,24,0,5,14,19,22,14,14,19,6,7,7,4,7,6,15,17,19,19,12,17,7,8,9,10,5,5,9,9,5,5,5,6,0,6.2,6.5,6.9,5.7,5.9,5,1,5
206,228,1,31,24,0,2,14,19,22,14,14,19,7,7,7,7,7,5,15,17,21,19,17,12,8,8,8,8,8,7,8,9,9,7,7,7,0,5.9,7.7,7.9,6.6,6.8,5.8,1,7
207,228,1,23,24,0,9,14,19,22,14,14,19,7,5,6,8,6,5,17,13,17,19,19,13,8,8,10,8,9,6,6,8,2,4,4,5,0,8.4,6.6,6.8,8.2,6.9,6.1,1,6
208,228,1,25,24,0,2,14,19,22,14,14,19,8,6,6,8,6,6,12,13,19,19,19,17,9,10,10,10,10,5,8,8,8,8,8,7,0,7.6,7.6,7.2,7.8,6.9,6,1,7
211,228,1,28,24,0,9,14,19,22,14,14,19,6,6,6,5,6,5,16,16,18,18,16,15,7,9,9,9,9,7,10,10,6,10,6,7,0,7.1,6.5,6.9,5.7,6.5,5.7,1,6
212,228,1,27,24,0,3,14,19,22,14,14,19,7,6,7,7,6,6,14,18,18,16,18,14,7,9,7,8,9,6,10,10,6,10,6,6,0,6.9,7.5,7.4,7.3,6.6,6.3,1,6
213,228,1,25,24,0,9,14,19,22,14,14,19,7,5,6,7,5,5,16,17,17,17,17,16,8,10,9,9,9,6,8,9,7,7,6,6,0,7.1,7.3,7.1,6.9,6.7,6.5,1,7
202,229,1,22,28,1,8,21,17,21,17,12,12,2,8,9,4,3,2,15,19,19,19,15,12,7,10,9,10,8,9,9,9,8,9,4,8,0,5.7,6.9,7.6,5.9,6.4,4.9,0,4
203,229,1,22,28,1,4,21,17,21,17,12,12,6,6,9,3,1,2,16,20,18,20,18,8,9,8,9,10,7,8,3,9,8,9,7,8,0,6.9,7.5,8,6.1,5.9,5.6,0,4
204,229,1,26,28,1,8,21,17,21,17,12,12,3,5,8,5,8,6,20,16,18,16,18,14,9,5,9,10,10,8,7,8,9,8,7,8,0,5.7,6,6.4,6.3,6.8,4.8,0,3
205,229,1,23,28,1,5,21,17,21,17,12,12,3,5,4,2,3,3,15,17,19,19,12,17,7,8,9,10,5,10,8,6,5,9,5,5,0,6.2,6.5,6.9,5.7,5.9,5,0,4
206,229,1,31,28,0,2,21,17,21,17,12,12,3,9,8,7,5,4,15,17,21,19,17,12,8,8,8,8,8,8,8,8,8,8,8,8,0,5.9,7.7,7.9,6.6,6.8,5.8,0,6
207,229,1,23,28,1,9,21,17,21,17,12,12,8,5,5,8,3,6,17,13,17,19,19,13,8,8,10,8,9,7,9,9,9,9,9,8,0,8.4,6.6,6.8,8.2,6.9,6.1,1,6
208,229,1,25,28,0,2,21,17,21,17,12,12,6,8,7,5,6,3,12,13,19,19,19,17,9,10,10,10,10,8,8,8,8,8,8,8,0,7.6,7.6,7.2,7.8,6.9,6,1,7
211,229,1,28,28,1,9,21,17,21,17,12,12,6,5,5,5,5,5,16,16,18,18,16,15,7,9,9,9,9,7,8,9,7,10,4,7,0,7.1,6.5,6.9,5.7,6.5,5.7,0,3
212,229,1,27,28,0,3,21,17,21,17,12,12,4,8,7,4,4,3,14,18,18,16,18,14,7,9,7,8,9,7,7,9,8,9,7,8,0,6.9,7.5,7.4,7.3,6.6,6.3,0,5
213,229,1,25,28,0,9,21,17,21,17,12,12,6,8,5,8,5,7,16,17,17,17,17,16,8,10,9,9,9,8,9,10,8,10,7,7,0,7.1,7.3,7.1,6.9,6.7,6.5,1,5
202,230,1,22,42,1,8,24,24,24,24,2,2,7,6,7,5,5,3,15,19,19,19,15,12,7,10,9,10,8,5,9,8,8,8,5,5,0,5.7,6.9,7.6,5.9,6.4,4.9,0,3
203,230,1,22,42,1,4,24,24,24,24,2,2,7,7,8,7,5,4,16,20,18,20,18,8,9,8,9,10,7,4,6,6,7,7,3,3,0,6.9,7.5,8,6.1,5.9,5.6,1,7
204,230,1,26,42,1,8,24,24,24,24,2,2,5,8,8,7,7,3,20,16,18,16,18,14,9,5,9,10,10,6,8,7,7,6,6,7,0,5.7,6,6.4,6.3,6.8,4.8,0,3
205,230,1,23,42,1,5,24,24,24,24,2,2,6,8,8,8,5,6,15,17,19,19,12,17,7,8,9,10,5,5,5,6,2,9,3,3,0,6.2,6.5,6.9,5.7,5.9,5,1,7
206,230,1,31,42,0,2,24,24,24,24,2,2,6,8,9,8,7,7,15,17,21,19,17,12,8,8,8,8,8,7,7,7,7,7,7,6,0,5.9,7.7,7.9,6.6,6.8,5.8,1,6
207,230,1,23,42,1,9,24,24,24,24,2,2,9,7,7,7,6,7,17,13,17,19,19,13,8,8,10,8,9,4,7,6,4,4,4,4,0,8.4,6.6,6.8,8.2,6.9,6.1,1,8
208,230,1,25,42,0,2,24,24,24,24,2,2,9,8,7,8,7,7,12,13,19,19,19,17,9,10,10,10,10,9,9,9,9,9,9,9,0,7.6,7.6,7.2,7.8,6.9,6,1,7
211,230,1,28,42,1,9,24,24,24,24,2,2,9,7,7,7,5,7,16,16,18,18,16,15,7,9,9,9,9,6,9,8,9,8,8,8,1,7.1,6.5,6.9,5.7,6.5,5.7,1,8
212,230,1,27,42,0,3,24,24,24,24,2,2,7,6,6,6,6,7,14,18,18,16,18,14,7,9,7,8,9,6,6,6,6,6,5,5,0,6.9,7.5,7.4,7.3,6.6,6.3,1,6
213,230,1,25,42,0,9,24,24,24,24,2,2,9,8,8,8,6,8,16,17,17,17,17,16,8,10,9,9,9,5,8,8,7,7,8,6,0,7.1,7.3,7.1,6.9,6.7,6.5,1,9
202,231,1,22,30,0,8,19,21,23,23,2,12,6,6,7,4,6,4,15,19,19,19,15,12,7,10,9,10,8,6,8,8,9,8,6,7,0,5.7,6.9,7.6,5.9,6.4,4.9,0,5
203,231,1,22,30,0,4,19,21,23,23,2,12,8,8,8,5,5,6,16,20,18,20,18,8,9,8,9,10,7,5,5,8,6,9,4,4,0,6.9,7.5,8,6.1,5.9,5.6,1,7
204,231,1,26,30,0,8,19,21,23,23,2,12,6,3,6,7,10,6,20,16,18,16,18,14,9,5,9,10,10,7,7,9,8,7,8,8,0,5.7,6,6.4,6.3,6.8,4.8,0,5
205,231,1,23,30,0,5,19,21,23,23,2,12,7,6,8,6,6,4,15,17,19,19,12,17,7,8,9,10,5,4,5,5,5,5,2,2,0,6.2,6.5,6.9,5.7,5.9,5,1,6
206,231,1,31,30,0,2,19,21,23,23,2,12,5,9,9,8,7,8,15,17,21,19,17,12,8,8,8,8,8,7,7,7,7,7,8,7,0,5.9,7.7,7.9,6.6,6.8,5.8,0,7
207,231,1,23,30,0,9,19,21,23,23,2,12,7,4,5,7,8,4,17,13,17,19,19,13,8,8,10,8,9,4,5,4,6,5,4,5,0,8.4,6.6,6.8,8.2,6.9,6.1,0,5
208,231,1,25,30,0,2,19,21,23,23,2,12,8,8,7,9,6,7,12,13,19,19,19,17,9,10,10,10,10,5,9,9,7,8,7,6,0,7.6,7.6,7.2,7.8,6.9,6,1,8
211,231,1,28,30,0,9,19,21,23,23,2,12,7,5,6,5,7,7,16,16,18,18,16,15,7,9,9,9,9,7,8,9,7,10,8,7,1,7.1,6.5,6.9,5.7,6.5,5.7,0,6
212,231,1,27,30,1,3,19,21,23,23,2,12,6,8,7,6,7,10,14,18,18,16,18,14,7,9,7,8,9,7,7,7,8,7,7,8,1,6.9,7.5,7.4,7.3,6.6,6.3,1,5
213,231,1,25,30,1,9,19,21,23,23,2,12,7,7,7,6,7,5,16,17,17,17,17,16,8,10,9,9,9,6,10,10,10,8,7,7,1,7.1,7.3,7.1,6.9,6.7,6.5,0,6
202,232,1,22,31,1,8,18,18,18,18,13,16,6,7,7,7,7,6,15,19,19,19,15,12,7,10,9,10,8,7,9,9,7,9,6,7,0,5.7,6.9,7.6,5.9,6.4,4.9,1,5
204,232,1,26,31,1,8,18,18,18,18,13,16,6,7,6,7,6,6,20,16,18,16,18,14,9,5,9,10,10,6,8,8,5,6,6,6,0,5.7,6,6.4,6.3,6.8,4.8,1,6
205,232,1,23,31,1,5,18,18,18,18,13,16,8,9,8,8,8,7,15,17,19,19,12,17,7,8,9,10,5,6,8,6,6,8,8,6,0,6.2,6.5,6.9,5.7,5.9,5,1,8
207,232,1,23,31,1,9,18,18,18,18,13,16,8,7,7,8,8,7,17,13,17,19,19,13,8,8,10,8,9,4,6,6,4,4,4,3,0,8.4,6.6,6.8,8.2,6.9,6.1,1,7
208,232,1,25,31,0,2,18,18,18,18,13,16,7,7,8,8,8,6,12,13,19,19,19,17,9,10,10,10,10,5,9,9,7,8,7,6,0,7.6,7.6,7.2,7.8,6.9,6,1,6
211,232,1,28,31,1,9,18,18,18,18,13,16,9,8,8,7,8,7,16,16,18,18,16,15,7,9,9,9,9,5,10,10,10,9,9,7,1,7.1,6.5,6.9,5.7,6.5,5.7,1,6
212,232,1,27,31,0,3,18,18,18,18,13,16,10,9,9,10,8,7,14,18,18,16,18,14,7,9,7,8,9,6,6,7,6,6,6,6,0,6.9,7.5,7.4,7.3,6.6,6.3,1,8
213,232,1,25,31,0,9,18,18,18,18,13,16,8,9,9,9,8,8,16,17,17,17,17,16,8,10,9,9,9,6,7,7,7,7,7,7,0,7.1,7.3,7.1,6.9,6.7,6.5,1,8
244,234,0,28,22,0,8,20,20,20,10,10,20,7,8,8,7,9,5,20,20,20,10,10,20,7,10,7,10,10,6,8,9,8,9,3,3,0,6.3,7.2,7,6.7,7.8,6.1,1,7
248,234,0,27,22,1,1,20,20,20,10,10,20,5,6,6,8,6,2,25,15,20,20,15,5,5,6,8,8,8,5,7,8,6,7,3,7,0,7,6,6.7,7.7,7.7,5.4,0,6
249,234,0,33,22,1,2,20,20,20,10,10,20,4,8,7,8,9,8,22,22,15,15,5,21,7,9,7,10,7,9,9,8,9,7,9,9,0,4.4,7,7.4,5.5,7.6,4.8,0,7
250,234,0,25,22,1,1,20,20,20,10,10,20,7,5,8,5,8,7,20,20,20,20,10,10,10,9,9,10,10,5,10,6,7,7,4,5,0,6.8,6.7,8,6.9,8.4,7.7,1,5
244,235,0,28,23,1,8,15,15,20,20,20,10,6,7,7,6,7,6,20,20,20,10,10,20,7,10,7,10,10,9,9,7,8,8,5,6,0,6.3,7.2,7,6.7,7.8,6.1,0,6
245,235,0,32,23,1,1,15,15,20,20,20,10,2,6,8,4,8,3,18,10,30,10,10,22,5,7,6,8,7,7,6,6,5,4,4,6,0,4.7,6.1,8.3,5.4,7.1,5.4,0,3
247,235,0,25,23,0,1,15,15,20,20,20,10,3,8,7,5,5,2,20,30,10,15,0,25,5,10,2,8,4,8,7,7,7,2,3,7,0,4.1,7.8,7.4,5,6,4,0,4
248,235,0,27,23,0,1,15,15,20,20,20,10,7,6,6,8,7,7,25,15,20,20,15,5,5,6,8,8,8,7,8,6,8,6,4,8,0,7,6,6.7,7.7,7.7,5.4,1,7
249,235,0,33,23,0,2,15,15,20,20,20,10,2,5,5,2,5,2,22,22,15,15,5,21,7,9,7,10,7,9,8,9,9,6,7,9,0,4.4,7,7.4,5.5,7.6,4.8,0,2
250,235,0,25,23,0,1,15,15,20,20,20,10,3,7,7,6,9,5,20,20,20,20,10,10,10,9,9,10,10,9,10,7,9,7,7,9,0,6.8,6.7,8,6.9,8.4,7.7,0,5
244,236,0,28,24,0,8,15,20,15,20,15,15,7,7,7,9,9,9,20,20,20,10,10,20,7,10,7,10,10,4,6,7,2,2,1,4,0,6.3,7.2,7,6.7,7.8,6.1,1,8
245,236,0,32,24,0,1,15,20,15,20,15,15,4,6,9,3,9,5,18,10,30,10,10,22,5,7,6,8,7,9,7,8,6,6,5,8,0,4.7,6.1,8.3,5.4,7.1,5.4,0,7
247,236,0,25,24,1,1,15,20,15,20,15,15,3,7,7,4,7,3,20,30,10,15,0,25,5,10,2,8,4,7,7,5,3,7,3,3,0,4.1,7.8,7.4,5,6,4,0,6
248,236,0,27,24,0,1,15,20,15,20,15,15,7,5,6,8,9,6,25,15,20,20,15,5,5,6,8,8,8,6,6,9,6,7,4,6,0,7,6,6.7,7.7,7.7,5.4,1,7
249,236,0,33,24,0,2,15,20,15,20,15,15,4,7,7,5,9,4,22,22,15,15,5,21,7,9,7,10,7,9,9,9,6,7,5,7,0,4.4,7,7.4,5.5,7.6,4.8,0,5
250,236,0,25,24,0,1,15,20,15,20,15,15,7,6,7,6,7,8,20,20,20,20,10,10,10,9,9,10,10,3,8,5,4,4,4,4,0,6.8,6.7,8,6.9,8.4,7.7,1,7
244,237,0,28,34,1,8,10,20,20,20,20,10,7,8,6,6,7,5,20,20,20,10,10,20,7,10,7,10,10,2,6,8,4,3,1,3,0,6.3,7.2,7,6.7,7.8,6.1,1,6
247,237,0,25,34,0,1,10,20,20,20,20,10,6,9,8,6,8,2,20,30,10,15,0,25,5,10,2,8,4,5,6,8,5,6,3,6,0,4.1,7.8,7.4,5,6,4,0,5
248,237,0,27,34,0,1,10,20,20,20,20,10,7,8,7,6,6,8,25,15,20,20,15,5,5,6,8,8,8,6,7,7,6,6,3,6,0,7,6,6.7,7.7,7.7,5.4,1,7
249,237,0,33,34,0,2,10,20,20,20,20,10,3,7,8,4,3,2,22,22,15,15,5,21,7,9,7,10,7,6,9,8,7,8,6,2,0,4.4,7,7.4,5.5,7.6,4.8,0,2
250,237,0,25,34,0,1,10,20,20,20,20,10,6,8,10,8,10,9,20,20,20,20,10,10,10,9,9,10,10,6,10,8,7,7,6,6,0,6.8,6.7,8,6.9,8.4,7.7,1,8
244,238,0,28,27,1,8,15,20,20,15,15,15,8,9,9,8,9,8,20,20,20,10,10,20,7,10,7,10,10,8,8,8,8,9,7,8,0,6.3,7.2,7,6.7,7.8,6.1,1,8
245,238,0,32,27,1,1,15,20,20,15,15,15,8,9,10,9,10,8,18,10,30,10,10,22,5,7,6,8,7,6,7,6,6,6,4,5,0,4.7,6.1,8.3,5.4,7.1,5.4,1,7
247,238,0,25,27,0,1,15,20,20,15,15,15,5,8,8,5,7,5,20,30,10,15,0,25,5,10,2,8,4,6,7,7,6,5,3,6,0,4.1,7.8,7.4,5,6,4,0,6
248,238,0,27,27,0,1,15,20,20,15,15,15,9,8,9,8,9,7,25,15,20,20,15,5,5,6,8,8,8,6,8,7,7,6,3,7,0,7,6,6.7,7.7,7.7,5.4,1,8
249,238,0,33,27,0,2,15,20,20,15,15,15,6,8,9,8,10,6,22,22,15,15,5,21,7,9,7,10,7,9,9,8,9,8,9,9,1,4.4,7,7.4,5.5,7.6,4.8,0,7
250,238,0,25,27,0,1,15,20,20,15,15,15,9,8,9,9,10,10,20,20,20,20,10,10,10,9,9,10,10,8,8,8,9,7,8,8,0,6.8,6.7,8,6.9,8.4,7.7,1,9
