gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,decision_o
0,32,31,0,1,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,17.24,17.24,17.24,17.24,13.79,17.24,8,10,8,8,8,6,7,8,8,8,9,5,0,1
0,32,23,1,1,17.31,13.46,17.31,19.23,19.23,13.46,4,8,7,8,7,4,17.24,17.24,17.24,17.24,13.79,17.24,8,10,8,8,8,8,6,6,7,5,5,6,0,0
0,32,25,0,1,11.54,13.46,19.23,19.23,19.23,17.31,10,10,10,10,10,10,17.24,17.24,17.24,17.24,13.79,17.24,8,10,8,8,8,7,6,5,5,5,5,6,0,1
0,32,28,1,1,16.36,16.36,18.18,18.18,16.36,14.55,5,9,9,5,9,7,17.24,17.24,17.24,17.24,13.79,17.24,8,10,8,8,8,6,5,5,5,5,5,8,0,0
0,32,27,0,1,14.29,18.37,18.37,16.33,18.37,14.29,7,8,8,7,7,6,17.24,17.24,17.24,17.24,13.79,17.24,8,10,8,8,8,8,8,6,6,5,5,7,0,1
0,32,25,0,1,15.52,17.24,17.24,17.24,17.24,15.52,6,8,8,7,6,7,17.24,17.24,17.24,17.24,13.79,17.24,8,10,8,8,8,9,7,7,7,6,7,7,0,0
0,28,24,0,4,16,16,20,16,18,14,7,10,10,8,9,6,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,6,4,5,5,3,4,4,0,0
0,28,27,0,4,15.38,19.23,19.23,19.23,13.46,13.46,6,7,8,9,8,7,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,6,7,7,7,6,6,6,0,1
0,28,25,0,4,17.65,17.65,17.65,15.69,15.69,15.69,3,4,4,4,5,2,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,6,5,5,3,2,3,5,0,0
0,28,24,0,4,14,18,20,18,16,14,7,7,7,7,7,4,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,6,6,6,5,6,8,7,0,0
0,28,23,0,4,15.38,19.23,17.31,19.23,9.62,19.23,4,6,7,7,6,6,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,4,5,6,2,3,4,4,0,0
0,28,30,0,4,17.5,17.5,20,12.5,20,12.5,7,10,8,6,7,2,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,5,6,8,5,5,5,5,0,1
0,28,22,0,4,15.38,19.23,19.23,19.23,15.38,11.54,7,9,9,8,8,5,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,4,6,7,2,5,3,4,0,0
0,28,26,0,4,19.61,15.69,17.65,15.69,17.65,13.73,7,9,8,7,7,8,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,7,7,7,8,7,9,7,1,0
0,28,23,0,4,15.38,17.31,19.23,19.23,11.54,17.31,6,8,8,6,8,4,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,7,4,5,3,7,4,4,0,0
0,28,31,0,4,14.58,16.67,20.83,18.75,16.67,12.5,4,9,9,6,8,7,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,6,8,8,8,7,8,7,0,1
0,28,23,0,4,17.31,13.46,17.31,19.23,19.23,13.46,7,6,7,8,6,6,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,9,6,5,8,9,7,8,0,0
0,28,25,0,4,11.54,13.46,19.23,19.23,19.23,17.31,5,8,8,9,9,5,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,8,10,9,9,9,6,8,0,0
0,28,28,0,4,13.04,21.74,17.39,17.39,15.22,15.22,5,6,8,8,8,7,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,6,8,7,8,7,7,7,0,0
0,28,28,0,4,16.36,16.36,18.18,18.18,16.36,14.55,7,9,8,8,8,7,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,6,7,7,6,7,7,7,0,0
0,28,27,1,4,14.29,18.37,18.37,16.33,18.37,14.29,7,7,8,7,8,5,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,3,5,5,7,5,4,6,0,1
0,28,25,1,4,15.52,17.24,17.24,17.24,17.24,15.52,8,8,8,7,8,7,14.71,14.71,14.71,14.71,20.59,20.59,5,9,7,6,7,7,7,8,8,7,8,8,0,0
0,23,24,1,1,16,16,20,16,18,14,10,8,8,8,8,7,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,4,5,5,4,5,4,4,0,1
0,23,27,1,1,15.38,19.23,19.23,19.23,13.46,13.46,10,9,9,8,9,6,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,7,7,8,6,6,6,0,1
0,23,25,0,1,17.65,17.65,17.65,15.69,15.69,15.69,5,4,5,5,5,3,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,5,8,7,4,6,5,6,0,0
0,23,24,0,1,14,18,20,18,16,14,7,8,8,8,8,2,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,8,8,8,8,7,7,8,0,0
0,23,23,0,1,15.38,19.23,17.31,19.23,9.62,19.23,8,7,7,6,6,6,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,3,7,6,3,6,3,4,0,0
0,23,30,1,1,17.5,17.5,20,12.5,20,12.5,8,7,8,8,8,3,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,7,6,6,7,6,7,7,0,1
0,23,22,1,1,15.38,19.23,19.23,19.23,15.38,11.54,9,8,8,9,8,8,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,4,7,8,6,5,4,5,0,1
0,23,22,1,1,16,20,18,20,18,8,10,8,8,10,9,9,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,5,8,8,7,5,5,7,0,0
0,23,26,1,1,19.61,15.69,17.65,15.69,17.65,13.73,9,9,8,9,7,8,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,3,3,5,7,6,6,4,1,1
0,23,23,1,1,15.38,17.31,19.23,19.23,11.54,17.31,9,7,6,4,9,2,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,3,7,7,2,6,3,4,0,0
0,23,31,0,1,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,8,8,7,8,5,7,0,1
0,23,23,1,1,17.31,13.46,17.31,19.23,19.23,13.46,10,9,9,10,10,10,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,9,7,7,9,7,7,8,0,1
0,23,25,0,1,11.54,13.46,19.23,19.23,19.23,17.31,9,9,9,9,9,9,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,8,7,8,8,7,6,8,0,1
0,23,28,1,1,16.36,16.36,18.18,18.18,16.36,14.55,10,8,8,9,9,6,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,8,8,7,9,7,7,0,1
0,23,27,0,1,14.29,18.37,18.37,16.33,18.37,14.29,8,7,8,7,8,6,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,8,7,8,8,7,7,8,0,1
0,23,25,0,1,15.52,17.24,17.24,17.24,17.24,15.52,9,8,10,8,9,7,25.64,17.95,15.38,20.51,10.26,10.26,10,10,10,10,10,6,7,6,7,6,6,6,0,1
0,26,24,1,7,16,16,20,16,18,14,10,8,7,7,9,6,20,16,18,16,16,14,7,10,8,10,10,4,6,6,5,5,5,4,0,1
0,26,27,1,7,15.38,19.23,19.23,19.23,13.46,13.46,9,7,7,6,6,6,20,16,18,16,16,14,7,10,8,10,10,6,4,8,8,5,6,6,0,0
0,26,25,0,7,17.65,17.65,17.65,15.69,15.69,15.69,5,5,4,2,3,3,20,16,18,16,16,14,7,10,8,10,10,5,7,7,6,5,3,3,0,0
0,26,24,0,7,14,18,20,18,16,14,7,7,7,7,7,3,20,16,18,16,16,14,7,10,8,10,10,7,7,7,7,7,7,7,0,0
0,26,23,0,7,15.38,19.23,17.31,19.23,9.62,19.23,5,5,5,5,5,5,20,16,18,16,16,14,7,10,8,10,10,3,3,5,4,4,2,2,1,0
0,26,30,1,7,17.5,17.5,20,12.5,20,12.5,4,10,10,6,8,4,20,16,18,16,16,14,7,10,8,10,10,8,8,8,8,8,8,9,0,0
0,26,22,1,7,15.38,19.23,19.23,19.23,15.38,11.54,8,7,8,8,9,7,20,16,18,16,16,14,7,10,8,10,10,4,6,7,4,5,4,3,0,0
0,26,22,1,7,16,20,18,20,18,8,8,6,8,7,8,7,20,16,18,16,16,14,7,10,8,10,10,5,7,7,5,6,5,4,0,0
0,26,26,1,7,19.61,15.69,17.65,15.69,17.65,13.73,7,7,6,6,6,5,20,16,18,16,16,14,7,10,8,10,10,4,4,5,5,5,5,3,1,0
0,26,23,1,7,15.38,17.31,19.23,19.23,11.54,17.31,2,7,5,4,9,2,20,16,18,16,16,14,7,10,8,10,10,3,5,6,5,5,3,3,0,0
0,26,31,0,7,14.58,16.67,20.83,18.75,16.67,12.5,8,8,8,8,8,7,20,16,18,16,16,14,7,10,8,10,10,4,5,6,4,5,3,3,0,1
0,26,23,1,7,17.31,13.46,17.31,19.23,19.23,13.46,8,10,7,9,7,8,20,16,18,16,16,14,7,10,8,10,10,8,8,7,9,8,8,9,0,1
0,26,25,0,7,11.54,13.46,19.23,19.23,19.23,17.31,8,9,9,9,9,9,20,16,18,16,16,14,7,10,8,10,10,8,8,8,8,8,7,8,0,1
0,26,29,1,7,20,15.56,20,15.56,11.11,17.78,6,6,5,9,5,5,20,16,18,16,16,14,7,10,8,10,10,5,8,7,7,7,6,5,0,0
0,26,28,1,7,16.36,16.36,18.18,18.18,16.36,14.55,7,6,8,8,10,2,20,16,18,16,16,14,7,10,8,10,10,6,6,6,5,5,5,5,0,1
0,26,27,0,7,14.29,18.37,18.37,16.33,18.37,14.29,8,7,8,7,8,6,20,16,18,16,16,14,7,10,8,10,10,6,8,8,6,6,6,6,0,1
0,26,25,0,7,15.52,17.24,17.24,17.24,17.24,15.52,8,8,10,9,10,8,20,16,18,16,16,14,7,10,8,10,10,6,8,8,7,7,7,6,0,1
0,24,24,0,1,16,16,20,16,18,14,7,10,10,6,10,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,6,4,6,5,5,0,0
0,24,27,0,1,15.38,19.23,19.23,19.23,13.46,13.46,8,9,10,5,5,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,6,6,7,6,5,6,0,0
0,24,24,0,1,14,18,20,18,16,14,7,7,7,7,7,4,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,5,6,6,6,7,5,5,0,0
0,24,23,1,1,15.38,19.23,17.31,19.23,9.62,19.23,8,8,8,8,8,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,9,7,3,8,4,5,0,0
0,24,30,0,1,17.5,17.5,20,12.5,20,12.5,5,9,9,4,9,4,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,6,7,4,7,4,4,0,0
0,24,22,0,1,15.38,19.23,19.23,19.23,15.38,11.54,4,9,9,6,7,3,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,4,8,7,6,7,5,4,0,0
0,24,26,0,1,19.61,15.69,17.65,15.69,17.65,13.73,2,6,5,2,3,2,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,4,7,5,5,4,4,4,0,0
0,24,23,0,1,15.38,17.31,19.23,19.23,11.54,17.31,5,9,9,5,5,5,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,7,7,4,7,6,5,0,0
0,24,31,0,1,14.58,16.67,20.83,18.75,16.67,12.5,7,8,9,9,7,7,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,7,7,7,7,5,7,0,0
0,24,23,0,1,17.31,13.46,17.31,19.23,19.23,13.46,6,6,8,2,4,4,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,5,6,8,6,5,6,0,0
0,24,25,0,1,11.54,13.46,19.23,19.23,19.23,17.31,5,8,8,8,8,8,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,8,6,6,8,6,6,7,0,0
0,24,28,0,1,16.36,16.36,18.18,18.18,16.36,14.55,7,10,10,6,10,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,6,6,6,5,6,5,6,0,0
0,24,27,0,1,14.29,18.37,18.37,16.33,18.37,14.29,6,10,10,6,10,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,6,7,7,6,6,6,0,1
0,24,25,0,1,15.52,17.24,17.24,17.24,17.24,15.52,6,8,9,7,7,6,13.51,18.92,21.62,13.51,13.51,18.92,5,8,4,7,8,7,5,6,7,5,5,7,0,0
0,28,24,1,7,16,16,20,16,18,14,8,9,8,6,7,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,1,5,5,3,5,3,5,0,1
0,28,27,1,7,15.38,19.23,19.23,19.23,13.46,13.46,8,8,9,9,8,6,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,8,9,7,9,5,5,7,0,1
0,28,24,0,7,14,18,20,18,16,14,7,7,7,7,7,4,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,4,8,8,5,4,3,3,0,0
0,28,23,0,7,15.38,19.23,17.31,19.23,9.62,19.23,6,6,8,6,6,5,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,4,5,2,2,2,3,0,0
0,28,30,1,7,17.5,17.5,20,12.5,20,12.5,2,2,10,6,10,2,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,5,3,6,4,4,4,4,0,0
0,28,22,1,7,15.38,19.23,19.23,19.23,15.38,11.54,9,9,9,8,9,4,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,2,8,9,4,3,2,4,0,1
0,28,22,1,7,16,20,18,20,18,8,8,3,9,8,9,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,6,9,3,1,2,4,0,0
0,28,26,1,7,19.61,15.69,17.65,15.69,17.65,13.73,8,7,8,9,8,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,5,8,5,8,6,3,0,0
0,28,23,1,7,15.38,17.31,19.23,19.23,11.54,17.31,10,8,6,5,9,5,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,5,4,2,3,3,4,0,0
0,28,31,0,7,14.58,16.67,20.83,18.75,16.67,12.5,8,8,8,8,8,8,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,3,9,8,7,5,4,6,0,1
0,28,23,1,7,17.31,13.46,17.31,19.23,19.23,13.46,7,9,9,9,9,9,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,8,5,5,8,3,6,6,0,0
0,28,25,0,7,11.54,13.46,19.23,19.23,19.23,17.31,8,8,8,8,8,8,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,8,7,5,6,3,7,0,1
0,28,28,1,7,16.36,16.36,18.18,18.18,16.36,14.55,7,8,9,7,10,4,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,5,5,5,5,5,3,0,0
0,28,27,0,7,14.29,18.37,18.37,16.33,18.37,14.29,7,7,9,8,9,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,4,8,7,4,4,3,5,0,1
0,28,25,0,7,15.52,17.24,17.24,17.24,17.24,15.52,8,9,10,8,10,7,21.43,16.67,21.43,16.67,11.9,11.9,8,7,5,10,10,6,8,5,8,5,7,5,0,0
0,42,24,1,5,16,16,20,16,18,14,6,10,9,8,8,6,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,3,5,5,2,2,2,2,0,0
0,42,27,1,5,15.38,19.23,19.23,19.23,13.46,13.46,6,7,6,6,6,5,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,8,7,7,7,6,5,7,0,0
0,42,24,0,5,14,18,20,18,16,14,7,7,7,6,7,3,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,6,7,6,5,5,6,0,0
0,42,23,0,5,15.38,19.23,17.31,19.23,9.62,19.23,5,5,5,5,5,6,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,8,7,5,6,7,0,0
0,42,30,1,5,17.5,17.5,20,12.5,20,12.5,2,4,4,4,10,4,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,8,6,6,5,5,6,7,0,0
0,42,25,1,5,15.38,17.31,17.31,17.31,17.31,15.38,8,8,8,9,9,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,9,9,5,5,7,0,1
0,42,22,1,5,15.38,19.23,19.23,19.23,15.38,11.54,5,9,8,8,8,5,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,6,7,5,5,3,3,0,0
0,42,22,1,5,16,20,18,20,18,8,4,6,6,7,7,3,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,7,8,7,5,4,7,0,0
0,42,26,1,5,19.61,15.69,17.65,15.69,17.65,13.73,6,8,7,7,6,6,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,5,8,8,7,7,3,3,0,0
0,42,23,1,5,15.38,17.31,19.23,19.23,11.54,17.31,5,5,6,2,9,3,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,6,8,8,8,5,6,7,0,0
0,42,31,0,5,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,6,8,9,8,7,7,6,0,1
0,42,23,1,5,17.31,13.46,17.31,19.23,19.23,13.46,4,7,6,4,4,4,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,7,7,7,6,7,8,0,0
0,42,25,0,5,11.54,13.46,19.23,19.23,19.23,17.31,9,9,9,9,9,9,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,7,8,7,7,7,0,1
0,42,28,1,5,16.36,16.36,18.18,18.18,16.36,14.55,6,9,8,9,8,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,7,7,7,5,7,8,0,1
0,42,27,0,5,14.29,18.37,18.37,16.33,18.37,14.29,6,6,6,6,6,5,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,7,6,6,6,6,7,6,0,0
0,42,25,0,5,15.52,17.24,17.24,17.24,17.24,15.52,5,8,8,7,7,8,23.81,23.81,23.81,23.81,2.38,2.38,6,6,6,6,6,9,8,8,8,6,8,9,0,0
0,30,24,0,1,16,16,20,16,18,14,8,10,9,8,8,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,4,6,5,6,4,4,0,1
0,30,27,0,1,15.38,19.23,19.23,19.23,13.46,13.46,6,10,9,8,10,9,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,8,8,8,4,6,8,0,0
0,30,24,0,1,14,18,20,18,16,14,10,10,10,10,10,10,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,9,5,6,6,6,9,8,1,1
0,30,23,0,1,15.38,19.23,17.31,19.23,9.62,19.23,5,5,5,4,4,5,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,3,6,5,1,7,5,3,0,0
0,30,30,0,1,17.5,17.5,20,12.5,20,12.5,3,3,3,8,8,2,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,9,4,6,6,6,7,7,0,0
0,30,25,0,1,15.38,17.31,17.31,17.31,17.31,15.38,8,8,8,7,8,3,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,6,6,5,7,8,5,0,0
0,30,22,0,1,15.38,19.23,19.23,19.23,15.38,11.54,6,8,8,9,8,6,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,6,7,4,6,4,5,0,0
0,30,22,0,1,16,20,18,20,18,8,5,5,8,6,9,4,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,8,8,8,5,5,6,7,0,0
0,30,26,0,1,19.61,15.69,17.65,15.69,17.65,13.73,7,7,9,8,7,8,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,3,6,7,10,6,5,0,0
0,30,23,0,1,15.38,17.31,19.23,19.23,11.54,17.31,4,5,5,5,5,2,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,6,8,6,6,4,6,0,0
0,30,31,0,1,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,8,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,9,9,8,7,8,7,0,1
0,30,23,0,1,17.31,13.46,17.31,19.23,19.23,13.46,4,5,4,6,5,4,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,4,5,7,8,4,5,0,0
0,30,28,0,1,16.36,16.36,18.18,18.18,16.36,14.55,7,8,9,7,10,8,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,5,6,5,7,7,6,1,0
0,30,27,1,1,14.29,18.37,18.37,16.33,18.37,14.29,7,7,7,8,7,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,6,8,7,6,7,10,5,1,1
0,30,25,1,1,15.52,17.24,17.24,17.24,17.24,15.52,6,10,10,10,8,7,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,7,7,7,6,7,5,6,0,0
0,31,24,1,4,16,16,20,16,18,14,5,10,9,6,7,6,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,5,5,5,4,3,5,5,0,0
0,31,27,1,4,15.38,19.23,19.23,19.23,13.46,13.46,5,6,7,4,6,4,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,7,8,8,8,6,7,7,0,0
0,31,24,0,4,14,18,20,18,16,14,10,10,10,10,10,10,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,10,10,9,10,8,8,9,1,1
0,31,23,0,4,15.38,19.23,17.31,19.23,9.62,19.23,4,4,4,4,4,2,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,3,6,5,4,4,2,3,0,0
0,31,30,1,4,17.5,17.5,20,12.5,20,12.5,2,9,7,2,7,2,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,5,6,6,6,6,6,0,0
0,31,22,1,4,15.38,19.23,19.23,19.23,15.38,11.54,7,9,9,7,9,6,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,7,7,7,7,6,5,0,0
0,31,26,1,4,19.61,15.69,17.65,15.69,17.65,13.73,6,8,8,5,6,6,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,6,7,6,7,6,6,6,0,0
0,31,23,1,4,15.38,17.31,19.23,19.23,11.54,17.31,6,8,6,6,8,8,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,8,9,8,8,8,7,8,0,0
0,31,23,1,4,17.31,13.46,17.31,19.23,19.23,13.46,4,6,6,4,4,4,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,8,7,7,8,8,7,7,0,0
0,31,25,0,4,11.54,13.46,19.23,19.23,19.23,17.31,5,9,9,7,8,7,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,7,7,8,8,8,6,6,0,0
0,31,28,1,4,16.36,16.36,18.18,18.18,16.36,14.55,5,10,10,10,9,9,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,9,8,8,7,8,7,6,1,0
0,31,27,0,4,14.29,18.37,18.37,16.33,18.37,14.29,6,6,7,6,6,6,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,10,9,9,10,8,7,8,0,0
0,31,25,0,4,15.52,17.24,17.24,17.24,17.24,15.52,6,7,7,7,7,7,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,8,9,9,9,8,8,8,0,0
1,22,28,0,1,20,20,20,10,10,20,6,8,9,8,9,3,20,20,20,10,10,20,7,7,8,8,10,7,8,8,7,9,5,7,0,0
1,22,27,1,1,25,15,20,20,15,5,5,7,8,6,7,3,20,20,20,10,10,20,7,7,8,8,10,5,6,6,8,6,2,6,0,0
1,22,33,1,1,22,22,15,15,5,21,9,9,8,9,7,9,20,20,20,10,10,20,7,7,8,8,10,4,8,7,8,9,8,7,0,1
1,22,25,1,1,20,20,20,20,10,10,5,10,6,7,7,4,20,20,20,10,10,20,7,7,8,8,10,7,5,8,5,8,7,5,0,0
1,23,28,1,3,20,20,20,10,10,20,9,9,7,8,8,5,15,15,20,20,20,10,6,9,9,8,9,6,7,7,6,7,6,6,0,1
1,23,32,1,3,18,10,30,10,10,22,7,6,6,5,4,4,15,15,20,20,20,10,6,9,9,8,9,2,6,8,4,8,3,3,0,0
1,23,25,0,3,20,30,10,15,0,25,8,7,7,7,2,3,15,15,20,20,20,10,6,9,9,8,9,3,8,7,5,5,2,4,0,1
1,23,27,0,3,25,15,20,20,15,5,7,8,6,8,6,4,15,15,20,20,20,10,6,9,9,8,9,7,6,6,8,7,7,7,0,1
1,23,33,0,3,22,22,15,15,5,21,9,8,9,9,6,7,15,15,20,20,20,10,6,9,9,8,9,2,5,5,2,5,2,2,0,1
1,23,25,0,3,20,20,20,20,10,10,9,10,7,9,7,7,15,15,20,20,20,10,6,9,9,8,9,3,7,7,6,9,5,5,0,1
1,24,28,0,3,20,20,20,10,10,20,4,6,7,2,2,1,15,20,15,20,15,15,7,9,10,8,8,7,7,7,9,9,9,8,0,0
1,24,32,0,3,18,10,30,10,10,22,9,7,8,6,6,5,15,20,15,20,15,15,7,9,10,8,8,4,6,9,3,9,5,7,0,1
1,24,25,1,3,20,30,10,15,0,25,7,7,5,3,7,3,15,20,15,20,15,15,7,9,10,8,8,3,7,7,4,7,3,6,0,0
1,24,27,0,3,25,15,20,20,15,5,6,6,9,6,7,4,15,20,15,20,15,15,7,9,10,8,8,7,5,6,8,9,6,7,0,0
1,24,33,0,3,22,22,15,15,5,21,9,9,9,6,7,5,15,20,15,20,15,15,7,9,10,8,8,4,7,7,5,9,4,5,0,0
1,24,25,0,3,20,20,20,20,10,10,3,8,5,4,4,4,15,20,15,20,15,15,7,9,10,8,8,7,6,7,6,7,8,7,0,0
1,34,27,0,10,25,15,20,20,15,5,6,7,7,6,6,3,10,20,20,20,20,10,8,10,7,8,8,7,8,7,6,6,8,7,0,0
1,27,28,1,3,20,20,20,10,10,20,8,8,8,8,9,7,15,20,20,15,15,15,10,9,10,9,8,8,9,9,8,9,8,8,0,1
1,27,32,1,3,18,10,30,10,10,22,6,7,6,6,6,4,15,20,20,15,15,15,10,9,10,9,8,8,9,10,9,10,8,7,0,0
1,27,25,0,3,20,30,10,15,0,25,6,7,7,6,5,3,15,20,20,15,15,15,10,9,10,9,8,5,8,8,5,7,5,6,0,1
1,27,27,0,3,25,15,20,20,15,5,6,8,7,7,6,3,15,20,20,15,15,15,10,9,10,9,8,9,8,9,8,9,7,8,0,0
1,27,33,0,3,22,22,15,15,5,21,9,9,8,9,8,9,15,20,20,15,15,15,10,9,10,9,8,6,8,9,8,10,6,7,0,1
1,27,25,0,3,20,20,20,20,10,10,8,8,8,9,7,8,15,20,20,15,15,15,10,9,10,9,8,9,8,9,9,10,10,9,0,1
