"iid","pid","gender","age","age_o","samerace","importance_same_race","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","like","met","decision_o","att_m","sin_m","int_m","fun_m","amb_m","sha_m","dec_m"
264,281,1,26,27,1,1,20,20,20,15,5,20,5,4,6,3,3,2,15,15,25,20,5,20,8,7,8,9,5,4,4,6,3,6,5,3,0,1,6,7,7.1,6.4,6.3,5.8,0.7
264,282,1,26,23,0,1,25,15,20,20,10,10,7,7,7,7,7,7,15,15,25,20,5,20,8,7,8,9,5,8,8,7,5,5,6,6,1,1,6,7,7.1,6.4,6.3,5.8,0.7
264,283,1,26,27,0,1,50,10,10,10,10,10,10,10,10,10,10,10,15,15,25,20,5,20,8,7,8,9,5,4,8,8,8,6,4,6,1,1,6,7,7.1,6.4,6.3,5.8,0.7
264,285,1,26,24,0,1,20,20,25,25,5,5,7,7,7,7,7,7,15,15,25,20,5,20,8,7,8,9,5,2,5,6,2,6,7,3,0,1,6,7,7.1,6.4,6.3,5.8,0.7
264,287,1,26,22,0,1,35,40,5,5,7,8,8,8,8,8,7,10,15,15,25,20,5,20,8,7,8,9,5,2,3,6,4,6,5,3,0,1,6,7,7.1,6.4,6.3,5.8,0.7
264,288,1,26,27,1,1,20,20,15,25,10,10,3,4,5,3,3,5,15,15,25,20,5,20,8,7,8,9,5,8,7,7,7,7,6,7,0,0,6,7,7.1,6.4,6.3,5.8,0.7
264,289,1,26,28,0,1,20,30,10,20,0,20,8,8,5,5,6,7,15,15,25,20,5,20,8,7,8,9,5,6,8,8,8,7,8,6,1,1,6,7,7.1,6.4,6.3,5.8,0.7
264,290,1,26,34,1,1,30,10,30,10,5,15,3,5,7,5,7,4,15,15,25,20,5,20,8,7,8,9,5,5,6,7,7,7,5,6,0,0,6,7,7.1,6.4,6.3,5.8,0.7
264,291,1,26,27,0,1,20,20,15,15,12,18,5,8,7,6,6,6,15,15,25,20,5,20,8,7,8,9,5,7,6,6,3,6,5,6,0,1,6,7,7.1,6.4,6.3,5.8,0.7
264,292,1,26,28,0,1,20,18,20,17,10,15,6,10,10,7,7,4,15,15,25,20,5,20,8,7,8,9,5,6,7,6,7,6,6,6,0,1,6,7,7.1,6.4,6.3,5.8,0.7
264,293,1,26,28,0,1,23,18,21,18,10,10,5,6,7,6,6,3,15,15,25,20,5,20,8,7,8,9,5,3,7,6,4,6,4,3,0,0,6,7,7.1,6.4,6.3,5.8,0.7
265,273,1,32,29,1,3,30,25,18,18,4,5,5,7,9,4,8,9,15,5,45,10,15,10,7,9,7,10,10,6,6,6,4,4,9,6,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,274,1,32,24,0,3,30,10,20,20,10,10,4,3,2,0,4,2,15,5,45,10,15,10,7,9,7,10,10,5,6,6,4,4,3,5,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,275,1,32,21,1,3,25,10,25,5,10,25,6,6,7,4,5,7,15,5,45,10,15,10,7,9,7,10,10,8,6,10,5,6,8,6,0,1,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,276,1,32,26,1,3,24,16,28,14,8,10,3,4,6,2,3,4,15,5,45,10,15,10,7,9,7,10,10,6,5,8,4,6,8,8,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,277,1,32,25,1,3,60,20,0,20,0,0,5,8,7,5,9,3,15,5,45,10,15,10,7,9,7,10,10,5,6,6,5,6,4,7,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,278,1,32,32,1,3,25,15,20,25,10,5,5,5,7,5,5,8,15,5,45,10,15,10,7,9,7,10,10,5,6,6,5,5,7,6,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,279,1,32,25,1,3,27,15,28,10,10,10,6,7,9,3,4,3,15,5,45,10,15,10,7,9,7,10,10,6,4,5,5,6,3,6,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,280,1,32,25,1,3,25,20,30,15,5,5,3,7,8,3,8,3,15,5,45,10,15,10,7,9,7,10,10,8,10,10,5,8,4,9,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,281,1,32,27,1,3,20,20,20,15,5,20,6,8,8,5,3,3,15,5,45,10,15,10,7,9,7,10,10,9,6,9,3,6,2,8,0,1,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,282,1,32,23,0,3,25,15,20,20,10,10,7,7,7,0,7,0,15,5,45,10,15,10,7,9,7,10,10,9,8,8,8,6,2,8,0,1,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,285,1,32,24,0,3,20,20,25,25,5,5,7,7,7,7,7,7,15,5,45,10,15,10,7,9,7,10,10,5,6,8,2,5,2,7,0,1,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,287,1,32,22,0,3,35,40,5,5,7,8,5,9,7,5,5,6,15,5,45,10,15,10,7,9,7,10,10,6,8,9,5,6,3,9,0,1,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,288,1,32,27,1,3,20,20,15,25,10,10,3,6,5,3,5,3,15,5,45,10,15,10,7,9,7,10,10,6,7,7,6,7,7,7,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,289,1,32,28,0,3,20,30,10,20,0,20,3,4,5,3,3,2,15,5,45,10,15,10,7,9,7,10,10,6,6,6,6,6,1,6,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,290,1,32,34,1,3,30,10,30,10,5,15,3,5,6,3,5,4,15,5,45,10,15,10,7,9,7,10,10,9,5,8,3,6,3,6,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,291,1,32,27,0,3,20,20,15,15,12,18,4,9,9,6,6,6,15,5,45,10,15,10,7,9,7,10,10,6,7,7,6,7,3,7,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,292,1,32,28,0,3,20,18,20,17,10,15,5,7,7,3,5,3,15,5,45,10,15,10,7,9,7,10,10,9,6,8,4,7,2,8,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
265,293,1,32,28,0,3,23,18,21,18,10,10,4,5,4,3,4,2,15,5,45,10,15,10,7,9,7,10,10,6,8,8,4,8,3,6,0,0,4.7,6.3,6.7,3.6,5.3,4.2,0.3
266,274,1,28,24,0,2,30,10,20,20,10,10,8,9,8,8,7,9,25,20,20,25,0,10,8,8,7,7,4,4,4,6,4,4,1,2,0,1,7.1,8.2,7.5,6.6,6.1,5.9,0.9
266,276,1,28,26,1,2,24,16,28,14,8,10,9,9,6,5,4,3,25,20,20,25,0,10,8,8,7,7,4,4,6,7,5,4,1,4,0,1,7.1,8.2,7.5,6.6,6.1,5.9,0.9
266,279,1,28,25,1,2,27,15,28,10,10,10,8,7,8,7,7,4,25,20,20,25,0,10,8,8,7,7,4,7,9,9,6,5,3,6,0,1,7.1,8.2,7.5,6.6,6.1,5.9,0.9
266,285,1,28,24,0,2,20,20,25,25,5,5,8,8,8,8,8,8,25,20,20,25,0,10,8,8,7,7,4,2,6,7,2,6,1,2,0,1,7.1,8.2,7.5,6.6,6.1,5.9,0.9
266,290,1,28,34,1,2,30,10,30,10,5,15,4,7,7,7,7,8,25,20,20,25,0,10,8,8,7,7,4,8,5,8,2,4,0,2,0,1,7.1,8.2,7.5,6.6,6.1,5.9,0.9
266,291,1,28,27,0,2,20,20,15,15,12,18,7,9,9,8,5,8,25,20,20,25,0,10,8,8,7,7,4,7,8,9,9,9,6,7,0,1,7.1,8.2,7.5,6.6,6.1,5.9,0.9
266,292,1,28,28,0,2,20,18,20,17,10,15,7,10,8,5,7,4,25,20,20,25,0,10,8,8,7,7,4,6,7,8,6,4,0,6,0,1,7.1,8.2,7.5,6.6,6.1,5.9,0.9
266,293,1,28,28,0,2,23,18,21,18,10,10,6,7,6,5,4,3,25,20,20,25,0,10,8,8,7,7,4,4,5,4,5,6,0,2,0,0,7.1,8.2,7.5,6.6,6.1,5.9,0.9
267,273,1,26,29,0,2,30,25,18,18,4,5,9,7,5,6,5,7,20,30,10,15,10,15,7,6,5,7,7,4,5,6,5,5,5,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,274,1,26,24,0,2,30,10,20,20,10,10,3,2,3,2,4,2,20,30,10,15,10,15,7,6,5,7,7,4,6,5,5,5,4,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,275,1,26,21,0,2,25,10,25,5,10,25,5,6,7,5,6,5,20,30,10,15,10,15,7,6,5,7,7,6,5,7,4,7,4,5,0,1,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,276,1,26,26,0,2,24,16,28,14,8,10,5,8,3,5,3,4,20,30,10,15,10,15,7,6,5,7,7,5,6,6,6,7,6,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,279,1,26,25,0,2,27,15,28,10,10,10,6,7,8,4,5,4,20,30,10,15,10,15,7,6,5,7,7,6,5,5,5,5,5,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,280,1,26,25,0,2,25,20,30,15,5,5,5,5,5,5,5,5,20,30,10,15,10,15,7,6,5,7,7,4,7,7,4,7,4,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,281,1,26,27,0,2,20,20,20,15,5,20,5,5,6,7,8,3,20,30,10,15,10,15,7,6,5,7,7,4,6,7,3,4,4,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,283,1,26,27,1,2,50,10,10,10,10,10,5,5,5,5,5,5,20,30,10,15,10,15,7,6,5,7,7,3,7,7,5,5,4,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,285,1,26,24,0,2,20,20,25,25,5,5,6,6,6,6,6,6,20,30,10,15,10,15,7,6,5,7,7,3,6,6,6,5,4,5,0,1,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,287,1,26,22,1,2,35,40,5,5,7,8,9,9,9,9,6,10,20,30,10,15,10,15,7,6,5,7,7,3,7,7,4,6,5,5,0,1,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,288,1,26,27,0,2,20,20,15,25,10,10,3,6,3,3,3,3,20,30,10,15,10,15,7,6,5,7,7,5,5,6,6,7,4,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,289,1,26,28,1,2,20,30,10,20,0,20,7,6,5,5,6,3,20,30,10,15,10,15,7,6,5,7,7,5,5,5,6,6,5,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,290,1,26,34,0,2,30,10,30,10,5,15,4,5,5,5,3,3,20,30,10,15,10,15,7,6,5,7,7,4,6,7,4,6,4,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,291,1,26,27,1,2,20,20,15,15,12,18,6,9,8,7,6,6,20,30,10,15,10,15,7,6,5,7,7,4,7,7,6,7,7,5,0,1,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,292,1,26,28,0,2,20,18,20,17,10,15,5,10,7,4,5,4,20,30,10,15,10,15,7,6,5,7,7,5,5,6,7,7,7,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
267,293,1,26,28,0,2,23,18,21,18,10,10,7,6,7,7,8,6,20,30,10,15,10,15,7,6,5,7,7,4,7,6,5,6,5,5,0,0,5.6,6.4,5.8,5.3,5.2,4.8,0.2
268,274,1,24,24,1,1,30,10,20,20,10,10,8,9,9,8,10,9,30,20,20,10,15,5,9,9,8,9,9,8,7,7,8,8,8,8,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,276,1,24,26,0,1,24,16,28,14,8,10,8,9,8,8,7,7,30,20,20,10,15,5,9,9,8,9,9,7,8,9,7,8,8,8,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,279,1,24,25,0,1,27,15,28,10,10,10,8,9,9,8,9,6,30,20,20,10,15,5,9,9,8,9,9,10,9,9,8,9,8,9,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,280,1,24,25,0,1,25,20,30,15,5,5,6,7,7,7,7,7,30,20,20,10,15,5,9,9,8,9,9,5,8,8,7,7,5,8,0,0,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,281,1,24,27,0,1,20,20,20,15,5,20,10,8,8,8,10,5,30,20,20,10,15,5,9,9,8,9,9,5,6,7,5,5,4,5,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,283,1,24,27,0,1,50,10,10,10,10,10,10,10,10,10,10,10,30,20,20,10,15,5,9,9,8,9,9,5,7,8,6,5,5,6,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,285,1,24,24,0,1,20,20,25,25,5,5,8,8,8,8,8,8,30,20,20,10,15,5,9,9,8,9,9,6,8,8,5,8,6,7,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,287,1,24,22,0,1,35,40,5,5,7,8,9,9,9,9,7,9,30,20,20,10,15,5,9,9,8,9,9,5,5,6,4,7,6,4,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,289,1,24,28,0,1,20,30,10,20,0,20,10,9,8,6,5,8,30,20,20,10,15,5,9,9,8,9,9,5,7,9,6,8,8,8,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,290,1,24,34,0,1,30,10,30,10,5,15,9,8,8,8,7,7,30,20,20,10,15,5,9,9,8,9,9,8,8,9,8,8,8,9,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,291,1,24,27,0,1,20,20,15,15,12,18,9,9,9,9,8,8,30,20,20,10,15,5,9,9,8,9,9,5,8,9,7,9,8,9,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,292,1,24,28,0,1,20,18,20,17,10,15,8,10,7,7,7,6,30,20,20,10,15,5,9,9,8,9,9,9,8,9,8,8,7,9,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
268,293,1,24,28,1,1,23,18,21,18,10,10,9,8,9,6,6,7,30,20,20,10,15,5,9,9,8,9,9,7,8,9,6,9,7,8,0,1,8.6,8.7,8.4,7.8,7.8,7.5,0.9
269,273,1,24,29,1,4,30,25,18,18,4,5,9,9,8,5,6,7,20,10,30,15,15,10,8,8,6,8,7,6,8,8,6,9,8,7,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,274,1,24,24,0,4,30,10,20,20,10,10,8,9,8,7,6,7,20,10,30,15,15,10,8,8,6,8,7,8,8,7,7,6,7,8,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,275,1,24,21,1,4,25,10,25,5,10,25,8,6,7,5,7,8,20,10,30,15,15,10,8,8,6,8,7,6,7,8,4,10,4,4,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,276,1,24,26,1,4,24,16,28,14,8,10,9,10,8,9,7,8,20,10,30,15,15,10,8,8,6,8,7,6,8,9,6,8,3,8,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,278,1,24,32,1,4,25,15,20,25,10,5,5,6,8,7,9,2,20,10,30,15,15,10,8,8,6,8,7,5,8,9,6,8,3,6,0,0,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,279,1,24,25,1,4,27,15,28,10,10,10,8,7,9,8,9,4,20,10,30,15,15,10,8,8,6,8,7,8,7,8,6,10,5,8,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,280,1,24,25,1,4,25,20,30,15,5,5,8,8,8,8,7,6,20,10,30,15,15,10,8,8,6,8,7,5,9,9,8,8,8,8,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,281,1,24,27,1,4,20,20,20,15,5,20,8,10,10,7,7,8,20,10,30,15,15,10,8,8,6,8,7,6,6,10,5,10,5,6,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,283,1,24,27,0,4,50,10,10,10,10,10,8,8,9,9,9,9,20,10,30,15,15,10,8,8,6,8,7,7,10,7,6,9,3,7,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,285,1,24,24,0,4,20,20,25,25,5,5,8,8,8,8,8,8,20,10,30,15,15,10,8,8,6,8,7,6,9,8,6,10,5,7,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,287,1,24,22,0,4,35,40,5,5,7,8,8,8,8,8,8,7,20,10,30,15,15,10,8,8,6,8,7,6,8,8,8,9,2,5,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,288,1,24,27,1,4,20,20,15,25,10,10,6,7,7,6,5,5,20,10,30,15,15,10,8,8,6,8,7,7,9,8,7,8,6,8,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,289,1,24,28,0,4,20,30,10,20,0,20,9,9,10,9,8,9,20,10,30,15,15,10,8,8,6,8,7,8,8,8,7,7,4,8,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,290,1,24,34,1,4,30,10,30,10,5,15,7,6,7,6,5,5,20,10,30,15,15,10,8,8,6,8,7,9,6,8,5,8,5,6,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,291,1,24,27,0,4,20,20,15,15,12,18,6,8,8,6,6,7,20,10,30,15,15,10,8,8,6,8,7,7,8,9,8,9,8,7,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,292,1,24,28,0,4,20,18,20,17,10,15,7,8,7,6,7,5,20,10,30,15,15,10,8,8,6,8,7,8,7,7,9,7,2,5,0,0,7.6,7.8,8.1,7.1,7.1,6.5,0.9
269,293,1,24,28,0,4,23,18,21,18,10,10,8,6,8,7,6,6,20,10,30,15,15,10,8,8,6,8,7,8,6,7,7,7,5,7,0,1,7.6,7.8,8.1,7.1,7.1,6.5,0.9
270,273,1,23,29,0,2,30,25,18,18,4,5,4,7,7,5,7,5,16,16,19,17,14,18,5,4,7,8,6,5,6,6,4,5,6,6,1,0,6,7,7.5,6,6.4,5.8,0.5
270,274,1,23,24,0,2,30,10,20,20,10,10,4,6,7,4,5,4,16,16,19,17,14,18,5,4,7,8,6,4,5,5,5,5,4,5,0,0,6,7,7.5,6,6.4,5.8,0.5
270,275,1,23,21,0,2,25,10,25,5,10,25,7,6,8,6,7,8,16,16,19,17,14,18,5,4,7,8,6,5,8,7,5,6,4,5,0,1,6,7,7.5,6,6.4,5.8,0.5
270,276,1,23,26,0,2,24,16,28,14,8,10,7,9,8,7,5,5,16,16,19,17,14,18,5,4,7,8,6,7,7,8,7,6,8,7,0,1,6,7,7.5,6,6.4,5.8,0.5
270,278,1,23,32,0,2,25,15,20,25,10,5,6,6,6,7,8,2,16,16,19,17,14,18,5,4,7,8,6,5,6,5,4,5,6,5,0,0,6,7,7.5,6,6.4,5.8,0.5
270,280,1,23,25,0,2,25,20,30,15,5,5,8,7,8,8,7,7,16,16,19,17,14,18,5,4,7,8,6,6,7,8,7,6,6,7,0,1,6,7,7.5,6,6.4,5.8,0.5
270,281,1,23,27,0,2,20,20,20,15,5,20,7,9,10,6,9,9,16,16,19,17,14,18,5,4,7,8,6,6,6,7,5,5,6,6,0,1,6,7,7.5,6,6.4,5.8,0.5
270,282,1,23,23,0,2,25,15,20,20,10,10,9,9,9,9,9,9,16,16,19,17,14,18,5,4,7,8,6,6,7,6,7,5,6,6,0,1,6,7,7.5,6,6.4,5.8,0.5
270,283,1,23,27,1,2,50,10,10,10,10,10,5,5,9,5,9,9,16,16,19,17,14,18,5,4,7,8,6,5,7,7,5,6,5,6,0,1,6,7,7.5,6,6.4,5.8,0.5
270,285,1,23,24,0,2,20,20,25,25,5,5,6,6,6,6,6,6,16,16,19,17,14,18,5,4,7,8,6,4,5,5,4,5,4,5,0,1,6,7,7.5,6,6.4,5.8,0.5
270,287,1,23,22,1,2,35,40,5,5,7,8,7,7,7,7,5,6,16,16,19,17,14,18,5,4,7,8,6,4,6,5,5,6,4,5,0,1,6,7,7.5,6,6.4,5.8,0.5
270,288,1,23,27,0,2,20,20,15,25,10,10,4,6,5,6,5,3,16,16,19,17,14,18,5,4,7,8,6,6,7,7,6,5,6,6,0,0,6,7,7.5,6,6.4,5.8,0.5
270,289,1,23,28,1,2,20,30,10,20,0,20,5,5,7,5,5,5,16,16,19,17,14,18,5,4,7,8,6,6,5,6,4,6,5,6,0,0,6,7,7.5,6,6.4,5.8,0.5
270,290,1,23,34,0,2,30,10,30,10,5,15,4,6,8,5,5,6,16,16,19,17,14,18,5,4,7,8,6,5,6,7,4,6,5,6,0,0,6,7,7.5,6,6.4,5.8,0.5
270,291,1,23,27,1,2,20,20,15,15,12,18,6,8,8,7,6,6,16,16,19,17,14,18,5,4,7,8,6,4,5,8,5,7,5,5,0,1,6,7,7.5,6,6.4,5.8,0.5
270,292,1,23,28,0,2,20,18,20,17,10,15,7,10,8,4,5,4,16,16,19,17,14,18,5,4,7,8,6,7,7,7,6,6,6,6,0,0,6,7,7.5,6,6.4,5.8,0.5
270,293,1,23,28,0,2,23,18,21,18,10,10,6,7,6,5,5,5,16,16,19,17,14,18,5,4,7,8,6,6,5,5,5,6,5,6,0,0,6,7,7.5,6,6.4,5.8,0.5
271,273,1,23,29,1,10,30,25,18,18,4,5,7,6,5,6,4,4,10,15,40,15,10,10,9,10,10,9,10,6,6,7,5,5,6,6,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,274,1,23,24,0,10,30,10,20,20,10,10,6,0,4,6,5,7,10,15,40,15,10,10,9,10,10,9,10,5,4,4,5,5,6,6,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,275,1,23,21,1,10,25,10,25,5,10,25,7,5,6,6,6,5,10,15,40,15,10,10,9,10,10,9,10,6,4,5,5,4,4,5,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,276,1,23,26,1,10,24,16,28,14,8,10,7,4,4,9,8,8,10,15,40,15,10,10,9,10,10,9,10,4,4,7,4,4,5,4,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,278,1,23,32,1,10,25,15,20,25,10,5,5,5,7,5,8,2,10,15,40,15,10,10,9,10,10,9,10,4,4,6,4,4,2,4,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,279,1,23,25,1,10,27,15,28,10,10,10,9,7,6,4,6,3,10,15,40,15,10,10,9,10,10,9,10,7,6,7,6,6,6,6,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,280,1,23,25,1,10,25,20,30,15,5,5,6,6,6,5,4,5,10,15,40,15,10,10,9,10,10,9,10,5,4,8,4,4,6,5,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,281,1,23,27,1,10,20,20,20,15,5,20,5,6,7,4,6,2,10,15,40,15,10,10,9,10,10,9,10,4,5,6,3,4,4,5,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,282,1,23,23,0,10,25,15,20,20,10,10,8,8,8,8,8,8,10,15,40,15,10,10,9,10,10,9,10,7,7,7,7,5,6,7,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,283,1,23,27,0,10,50,10,10,10,10,10,10,9,9,9,9,9,10,15,40,15,10,10,9,10,10,9,10,4,6,5,4,5,4,4,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,285,1,23,24,0,10,20,20,25,25,5,5,6,6,6,6,6,6,10,15,40,15,10,10,9,10,10,9,10,4,6,6,4,5,6,6,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,287,1,23,22,0,10,35,40,5,5,7,8,9,6,8,9,6,7,10,15,40,15,10,10,9,10,10,9,10,4,4,4,4,4,4,3,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,288,1,23,27,1,10,20,20,15,25,10,10,5,7,3,3,3,3,10,15,40,15,10,10,9,10,10,9,10,7,6,6,6,5,6,7,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,289,1,23,28,0,10,20,30,10,20,0,20,5,5,4,3,2,1,10,15,40,15,10,10,9,10,10,9,10,4,7,7,7,5,6,7,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,290,1,23,34,1,10,30,10,30,10,5,15,3,5,6,6,5,4,10,15,40,15,10,10,9,10,10,9,10,6,7,7,6,6,7,7,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,291,1,23,27,0,10,20,20,15,15,12,18,5,8,7,6,5,6,10,15,40,15,10,10,9,10,10,9,10,4,7,6,6,5,6,6,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,292,1,23,28,0,10,20,18,20,17,10,15,7,10,7,7,7,6,10,15,40,15,10,10,9,10,10,9,10,7,7,7,6,6,7,7,0,0,6.6,6.1,6.1,6.1,5.7,5.2,0.5
271,293,1,23,28,0,10,23,18,21,18,10,10,8,7,6,8,5,7,10,15,40,15,10,10,9,10,10,9,10,6,7,6,7,7,6,6,0,1,6.6,6.1,6.1,6.1,5.7,5.2,0.5
272,273,1,25,29,1,10,30,25,18,18,4,5,9,8,7,7,6,5,25,20,25,25,5,0,9,10,10,9,10,4,4,7,6,7,6,4,0,0,7.7,7,6.4,6.7,6.5,5.6,0.5
272,274,1,25,24,0,10,30,10,20,20,10,10,8,7,8,7,8,7,25,20,25,25,5,0,9,10,10,9,10,4,6,7,8,9,8,7,0,1,7.7,7,6.4,6.7,6.5,5.6,0.5
272,275,1,25,21,1,10,25,10,25,5,10,25,7,4,6,6,7,7,25,20,25,25,5,0,9,10,10,9,10,7,6,8,7,7,6,7,0,1,7.7,7,6.4,6.7,6.5,5.6,0.5
272,276,1,25,26,1,10,24,16,28,14,8,10,7,6,5,6,8,6,25,20,25,25,5,0,9,10,10,9,10,6,8,9,7,8,6,6,0,0,7.7,7,6.4,6.7,6.5,5.6,0.5
272,278,1,25,32,1,10,25,15,20,25,10,5,7,7,7,4,5,2,25,20,25,25,5,0,9,10,10,9,10,5,4,10,6,10,6,7,0,0,7.7,7,6.4,6.7,6.5,5.6,0.5
272,279,1,25,25,1,10,27,15,28,10,10,10,7,9,5,7,6,5,25,20,25,25,5,0,9,10,10,9,10,8,9,8,8,7,7,8,0,0,7.7,7,6.4,6.7,6.5,5.6,0.5
272,280,1,25,25,1,10,25,20,30,15,5,5,6,6,6,6,7,5,25,20,25,25,5,0,9,10,10,9,10,2,4,8,1,6,6,3,0,0,7.7,7,6.4,6.7,6.5,5.6,0.5
272,281,1,25,27,1,10,20,20,20,15,5,20,9,6,3,6,5,4,25,20,25,25,5,0,9,10,10,9,10,7,6,9,7,9,8,6,0,1,7.7,7,6.4,6.7,6.5,5.6,0.5
272,282,1,25,23,0,10,25,15,20,20,10,10,9,9,8,8,7,7,25,20,25,25,5,0,9,10,10,9,10,6,7,9,8,8,7,6,0,1,7.7,7,6.4,6.7,6.5,5.6,0.5
272,283,1,25,27,0,10,50,10,10,10,10,10,10,10,10,10,10,10,25,20,25,25,5,0,9,10,10,9,10,5,7,7,6,7,6,6,0,1,7.7,7,6.4,6.7,6.5,5.6,0.5
272,285,1,25,24,0,10,20,20,25,25,5,5,8,8,8,8,8,8,25,20,25,25,5,0,9,10,10,9,10,4,4,7,4,7,4,4,0,1,7.7,7,6.4,6.7,6.5,5.6,0.5
272,287,1,25,22,0,10,35,40,5,5,7,8,10,7,9,8,7,6,25,20,25,25,5,0,9,10,10,9,10,2,2,6,5,4,4,3,0,1,7.7,7,6.4,6.7,6.5,5.6,0.5
272,288,1,25,27,1,10,20,20,15,25,10,10,7,4,4,4,4,4,25,20,25,25,5,0,9,10,10,9,10,5,5,8,7,10,5,6,0,0,7.7,7,6.4,6.7,6.5,5.6,0.5
