"","iid","pid","gender","age","age_o","samerace","importance_same_race","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","like","met","att_m","sin_m","int_m","fun_m","amb_m","sha_m","dec_m","decision_o","like_o"
"2026",215,197,0,26,24,0,3,14,18,20,18,16,14,8,8,8,8,8,1,15,19,21,19,15,11,7,8,9,9,9,7,9,9,6,7,4,7,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,4
"2027",215,198,0,26,23,1,3,15,19,17,19,10,19,4,5,5,6,6,5,15,19,21,19,15,11,7,8,9,9,9,3,7,5,6,5,4,3,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,6
"2028",215,199,0,26,30,0,3,18,18,20,12,20,12,6,6,8,6,8,5,15,19,21,19,15,11,7,8,9,9,9,5,6,6,5,6,6,5,0,6.9,7.5,8,7.6,8.3,6.7,0.4,1,8
"2029",215,201,0,26,25,0,3,15,17,17,17,17,15,7,8,8,8,8,7,15,19,21,19,15,11,7,8,9,9,9,6,8,9,5,8,5,6,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,7
"2030",215,202,0,26,22,0,3,15,19,19,19,15,12,7,8,7,8,9,7,15,19,21,19,15,11,7,8,9,9,9,3,7,7,5,5,4,4,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,8
"2031",215,203,0,26,22,0,3,16,20,18,20,18,8,7,6,6,8,8,7,15,19,21,19,15,11,7,8,9,9,9,6,8,7,4,5,5,4,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,7
"2032",215,204,0,26,26,0,3,20,16,18,16,18,14,7,7,9,8,8,6,15,19,21,19,15,11,7,8,9,9,9,6,7,7,7,6,6,5,1,6.9,7.5,8,7.6,8.3,6.7,0.4,0,8
"2033",215,205,0,26,23,0,3,15,17,19,19,12,17,10,8,8,8,8,8,15,19,21,19,15,11,7,8,9,9,9,6,8,8,3,6,2,2,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,9
"2034",215,206,0,26,31,0,3,15,17,21,19,17,12,7,7,7,7,7,7,15,19,21,19,15,11,7,8,9,9,9,6,8,7,7,8,6,6,0,6.9,7.5,8,7.6,8.3,6.7,0.4,1,7
"2035",215,207,0,26,23,0,3,17,13,17,19,19,13,6,9,10,8,10,7,15,19,21,19,15,11,7,8,9,9,9,8,7,4,9,4,5,8,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,7
"2036",215,208,0,26,25,0,3,12,13,19,19,19,17,10,10,10,10,10,10,15,19,21,19,15,11,7,8,9,9,9,7,7,5,7,7,5,7,0,6.9,7.5,8,7.6,8.3,6.7,0.4,1,10
"2037",215,210,0,26,29,0,3,20,16,20,16,11,18,7,8,8,9,9,10,15,19,21,19,15,11,7,8,9,9,9,7,8,7,7,7,7,7,0,6.9,7.5,8,7.6,8.3,6.7,0.4,1,6
"2038",215,211,0,26,28,0,3,16,16,18,18,16,15,4,7,8,5,10,7,15,19,21,19,15,11,7,8,9,9,9,7,7,8,4,6,6,5,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,5
"2039",215,212,0,26,27,0,3,14,18,18,16,18,14,7,6,8,7,8,7,15,19,21,19,15,11,7,8,9,9,9,6,8,7,7,8,6,6,0,6.9,7.5,8,7.6,8.3,6.7,0.4,1,7
"2040",215,213,0,26,25,0,3,16,17,17,17,17,16,6,9,9,7,9,6,15,19,21,19,15,11,7,8,9,9,9,4,8,4,5,4,6,6,0,6.9,7.5,8,7.6,8.3,6.7,0.4,0,7
"2041",216,194,0,27,24,1,7,16,16,20,16,18,14,4,8,8,6,8,5,8,18,20,22,12,20,5,10,9,9,10,5,5,7,5,5,5,5,0,3.7,6.7,7.1,6.1,7,5,0.1,0,5
"2042",216,195,0,27,27,1,7,15,19,19,19,13,13,5,8,7,6,8,6,8,18,20,22,12,20,5,10,9,9,10,7,7,9,8,8,4,7,0,3.7,6.7,7.1,6.1,7,5,0.1,0,6
"2043",216,197,0,27,24,0,7,14,18,20,18,16,14,7,6,7,7,7,4,8,18,20,22,12,20,5,10,9,9,10,6,8,8,6,6,3,6,0,3.7,6.7,7.1,6.1,7,5,0.1,0,4
"2044",216,198,0,27,23,0,7,15,19,17,19,10,19,3,4,5,6,6,7,8,18,20,22,12,20,5,10,9,9,10,8,8,8,8,8,7,7,0,3.7,6.7,7.1,6.1,7,5,0.1,0,5
"2045",216,199,0,27,30,1,7,18,18,20,12,20,12,1,6,6,6,7,2,8,18,20,22,12,20,5,10,9,9,10,8,7,7,6,7,5,7,0,3.7,6.7,7.1,6.1,7,5,0.1,0,3
"2046",216,202,0,27,22,1,7,15,19,19,19,15,12,5,8,7,8,9,7,8,18,20,22,12,20,5,10,9,9,10,9,9,9,9,9,9,8,0,3.7,6.7,7.1,6.1,7,5,0.1,0,6
"2047",216,203,0,27,22,1,7,16,20,18,20,18,8,2,5,6,5,7,4,8,18,20,22,12,20,5,10,9,9,10,9,9,9,9,9,9,8,0,3.7,6.7,7.1,6.1,7,5,0.1,0,1
"2048",216,204,0,27,26,1,7,20,16,18,16,18,14,3,8,10,6,10,7,8,18,20,22,12,20,5,10,9,9,10,7,10,10,10,10,5,9,1,3.7,6.7,7.1,6.1,7,5,0.1,0,8
"2049",216,205,0,27,23,1,7,15,17,19,19,12,17,2,8,4,4,7,2,8,18,20,22,12,20,5,10,9,9,10,7,8,7,8,7,5,6,0,3.7,6.7,7.1,6.1,7,5,0.1,0,2
"2050",216,206,0,27,31,0,7,15,17,21,19,17,12,2,8,8,7,8,5,8,18,20,22,12,20,5,10,9,9,10,5,10,8,7,5,5,7,0,3.7,6.7,7.1,6.1,7,5,0.1,1,8
"2051",216,207,0,27,23,1,7,17,13,17,19,19,13,3,8,8,9,4,5,8,18,20,22,12,20,5,10,9,9,10,10,10,10,10,8,8,8,0,3.7,6.7,7.1,6.1,7,5,0.1,0,6
"2052",216,208,0,27,25,0,7,12,13,19,19,19,17,5,5,10,5,5,5,8,18,20,22,12,20,5,10,9,9,10,8,9,9,9,9,9,7,0,3.7,6.7,7.1,6.1,7,5,0.1,0,4
"2053",216,210,0,27,29,1,7,20,16,20,16,11,18,1,1,1,1,1,1,8,18,20,22,12,20,5,10,9,9,10,8,9,9,9,9,8,8,0,3.7,6.7,7.1,6.1,7,5,0.1,0,1
"2054",216,211,0,27,28,1,7,16,16,18,18,16,15,4,9,10,7,10,6,8,18,20,22,12,20,5,10,9,9,10,9,8,9,9,9,9,7,0,3.7,6.7,7.1,6.1,7,5,0.1,0,6
"2055",216,212,0,27,27,0,7,14,18,18,16,18,14,6,7,8,7,8,7,8,18,20,22,12,20,5,10,9,9,10,9,8,9,9,9,9,7,0,3.7,6.7,7.1,6.1,7,5,0.1,0,6
"2056",216,213,0,27,25,0,7,16,17,17,17,17,16,6,8,9,7,7,7,8,18,20,22,12,20,5,10,9,9,10,9,9,9,9,9,9,8,0,3.7,6.7,7.1,6.1,7,5,0.1,0,6
"2057",217,194,0,26,24,1,8,16,16,20,16,18,14,8,8,10,7,10,9,21,17,21,13,6,21,7,10,7,10,10,3,9,9,4,7,6,6,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,6
"2058",217,195,0,26,27,1,8,15,19,19,19,13,13,9,6,10,7,9,6,21,17,21,13,6,21,7,10,7,10,10,6,5,9,4,6,5,7,1,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,6
"2059",217,196,0,26,25,0,8,18,18,18,16,16,16,6,8,7,6,7,9,21,17,21,13,6,21,7,10,7,10,10,4,7,8,5,4,6,7,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,8
"2060",217,197,0,26,24,0,8,14,18,20,18,16,14,8,9,9,7,9,4,21,17,21,13,6,21,7,10,7,10,10,7,7,9,7,7,7,7,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,7
"2061",217,198,0,26,23,0,8,15,19,17,19,10,19,6,5,7,5,5,6,21,17,21,13,6,21,7,10,7,10,10,3,7,6,3,5,3,4,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,0,4
"2062",217,199,0,26,30,1,8,18,18,20,12,20,12,9,9,9,8,9,8,21,17,21,13,6,21,7,10,7,10,10,9,6,7,5,6,7,8,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,6
"2063",217,202,0,26,22,1,8,15,19,19,19,15,12,9,8,9,8,10,7,21,17,21,13,6,21,7,10,7,10,10,5,7,9,6,8,7,6,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,8
"2064",217,203,0,26,22,1,8,16,20,18,20,18,8,10,7,9,10,10,7,21,17,21,13,6,21,7,10,7,10,10,6,8,9,6,9,8,7,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,0,10
"2065",217,204,0,26,26,1,8,20,16,18,16,18,14,9,8,10,8,10,7,21,17,21,13,6,21,7,10,7,10,10,4,6,7,7,7,5,6,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,9
"2066",217,205,0,26,23,1,8,15,17,19,19,12,17,10,10,10,7,9,6,21,17,21,13,6,21,7,10,7,10,10,5,6,5,4,5,5,5,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,8
"2067",217,206,0,26,31,0,8,15,17,21,19,17,12,9,5,9,6,6,5,21,17,21,13,6,21,7,10,7,10,10,3,7,7,5,5,4,5,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,0,7
"2068",217,207,0,26,23,1,8,17,13,17,19,19,13,7,8,10,7,9,7,21,17,21,13,6,21,7,10,7,10,10,9,7,6,8,6,5,9,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,0,7
"2069",217,208,0,26,25,0,8,12,13,19,19,19,17,6,8,8,8,8,8,21,17,21,13,6,21,7,10,7,10,10,7,8,8,9,8,7,8,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,7
"2070",217,211,0,26,28,1,8,16,16,18,18,16,15,5,7,9,5,9,4,21,17,21,13,6,21,7,10,7,10,10,6,6,6,3,5,4,5,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,0,3
"2071",217,212,0,26,27,0,8,14,18,18,16,18,14,7,10,10,7,10,5,21,17,21,13,6,21,7,10,7,10,10,6,10,8,8,6,6,8,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,8
"2072",217,213,0,26,25,0,8,16,17,17,17,17,16,8,8,9,8,10,8,21,17,21,13,6,21,7,10,7,10,10,7,6,7,5,6,6,6,0,7.9,7.8,9.1,7.1,8.8,6.6,0.7,1,8
"2073",218,194,0,24,24,1,9,16,16,20,16,18,14,8,9,10,7,10,7,21,5,23,13,18,21,7,6,3,10,10,2,6,4,5,4,4,3,0,5.8,7.7,8.4,5.8,8,5.2,0.2,1,6
"2074",218,195,0,24,27,1,9,15,19,19,19,13,13,6,10,10,5,9,6,21,5,23,13,18,21,7,6,3,10,10,6,7,7,5,6,6,6,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,7
"2075",218,197,0,24,24,0,9,14,18,20,18,16,14,7,8,7,6,8,3,21,5,23,13,18,21,7,6,3,10,10,3,3,4,4,4,3,2,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,4
"2076",218,198,0,24,23,0,9,15,19,17,19,10,19,5,4,5,5,4,5,21,5,23,13,18,21,7,6,3,10,10,3,7,5,3,4,2,3,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,4
"2077",218,202,0,24,22,1,9,15,19,19,19,15,12,6,8,9,6,8,7,21,5,23,13,18,21,7,6,3,10,10,6,6,8,5,5,6,5,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,6
"2078",218,204,0,24,26,1,9,20,16,18,16,18,14,5,7,9,5,9,5,21,5,23,13,18,21,7,6,3,10,10,6,5,5,6,6,4,5,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,6
"2079",218,205,0,24,23,1,9,15,17,19,19,12,17,5,8,8,6,6,5,21,5,23,13,18,21,7,6,3,10,10,6,6,7,6,6,7,6,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,6
"2080",218,206,0,24,31,0,9,15,17,21,19,17,12,7,7,7,7,7,7,21,5,23,13,18,21,7,6,3,10,10,5,7,8,5,6,5,5,0,5.8,7.7,8.4,5.8,8,5.2,0.2,1,6
"2081",218,207,0,24,23,1,9,17,13,17,19,19,13,6,9,8,6,8,3,21,5,23,13,18,21,7,6,3,10,10,6,5,6,7,6,4,6,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,7
"2082",218,208,0,24,25,0,9,12,13,19,19,19,17,5,8,10,8,8,5,21,5,23,13,18,21,7,6,3,10,10,7,6,6,8,7,4,5,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,9
"2083",218,211,0,24,28,1,9,16,16,18,18,16,15,3,7,10,3,10,5,21,5,23,13,18,21,7,6,3,10,10,5,5,4,5,4,4,4,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,3
"2084",218,212,0,24,27,0,9,14,18,18,16,18,14,6,7,7,6,8,5,21,5,23,13,18,21,7,6,3,10,10,6,5,6,6,6,5,5,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,5
"2085",218,213,0,24,25,0,9,16,17,17,17,17,16,7,8,9,6,9,5,21,5,23,13,18,21,7,6,3,10,10,6,6,6,5,6,5,5,0,5.8,7.7,8.4,5.8,8,5.2,0.2,0,5
"2086",219,195,0,26,27,1,1,15,19,19,19,13,13,9,10,9,9,8,9,16,16,19,16,16,16,7,7,6,9,6,7,8,7,7,4,7,7,0,7.1,7.8,8,7.6,7.5,7,0.4,0,9
"2087",219,196,0,26,25,0,1,18,18,18,16,16,16,6,7,7,7,7,8,16,16,19,16,16,16,7,7,6,9,6,8,7,7,5,5,7,7,0,7.1,7.8,8,7.6,7.5,7,0.4,1,7
"2088",219,197,0,26,24,0,1,14,18,20,18,16,14,7,7,8,6,7,4,16,16,19,16,16,16,7,7,6,9,6,6,8,6,5,5,6,6,0,7.1,7.8,8,7.6,7.5,7,0.4,0,4
"2089",219,198,0,26,23,0,1,15,19,17,19,10,19,5,4,5,4,4,4,16,16,19,16,16,16,7,7,6,9,6,3,6,5,5,5,3,4,0,7.1,7.8,8,7.6,7.5,7,0.4,0,4
"2090",219,199,0,26,30,1,1,18,18,20,12,20,12,9,10,10,10,9,10,16,16,19,16,16,16,7,7,6,9,6,6,6,6,6,5,5,6,0,7.1,7.8,8,7.6,7.5,7,0.4,1,9
"2091",219,204,0,26,26,1,1,20,16,18,16,18,14,7,8,9,8,8,8,16,16,19,16,16,16,7,7,6,9,6,6,6,8,6,7,5,6,0,7.1,7.8,8,7.6,7.5,7,0.4,0,9
"2092",219,205,0,26,23,1,1,15,17,19,19,12,17,6,6,6,6,6,6,16,16,19,16,16,16,7,7,6,9,6,8,7,7,6,5,5,6,0,7.1,7.8,8,7.6,7.5,7,0.4,0,6
"2093",219,211,0,26,28,1,1,16,16,18,18,16,15,6,10,9,10,7,7,16,16,19,16,16,16,7,7,6,9,6,6,5,7,7,5,5,6,1,7.1,7.8,8,7.6,7.5,7,0.4,1,8
"2094",219,212,0,26,27,0,1,14,18,18,16,18,14,8,8,9,8,9,6,16,16,19,16,16,16,7,7,6,9,6,8,8,8,8,6,7,8,0,7.1,7.8,8,7.6,7.5,7,0.4,1,7
"2095",219,213,0,26,25,0,1,16,17,17,17,17,16,8,8,8,8,10,8,16,16,19,16,16,16,7,7,6,9,6,7,6,7,6,5,7,7,0,7.1,7.8,8,7.6,7.5,7,0.4,0,7
"2096",220,194,0,25,24,0,1,16,16,20,16,18,14,6,10,10,9,10,7,17,17,17,17,15,19,10,10,10,10,10,5,8,8,7,9,0,2,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,7
"2097",220,195,0,25,27,0,1,15,19,19,19,13,13,5,10,9,8,9,6,17,17,17,17,15,19,10,10,10,10,10,8,8,9,10,8,9,9,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,9
"2098",220,197,0,25,24,1,1,14,18,20,18,16,14,7,7,7,7,7,5,17,17,17,17,15,19,10,10,10,10,10,8,8,7,8,9,10,9,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,4
"2099",220,198,0,25,23,0,1,15,19,17,19,10,19,3,2,8,4,5,4,17,17,17,17,15,19,10,10,10,10,10,8,8,8,9,8,8,7,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,2
"2100",220,199,0,25,30,0,1,18,18,20,12,20,12,2,10,8,10,8,7,17,17,17,17,15,19,10,10,10,10,10,8,6,7,6,7,2,2,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,8
"2101",220,201,0,25,25,0,1,15,17,17,17,17,15,3,8,8,3,8,3,17,17,17,17,15,19,10,10,10,10,10,10,10,10,10,10,10,10,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,4
"2102",220,202,0,25,22,0,1,15,19,19,19,15,12,5,9,9,7,8,4,17,17,17,17,15,19,10,10,10,10,10,8,8,8,8,8,8,8,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,5
"2103",220,203,0,25,22,0,1,16,20,18,20,18,8,3,9,9,7,9,6,17,17,17,17,15,19,10,10,10,10,10,9,9,9,8,8,9,9,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,7
"2104",220,204,0,25,26,0,1,20,16,18,16,18,14,4,7,9,6,8,8,17,17,17,17,15,19,10,10,10,10,10,7,8,8,8,10,7,8,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,7
"2105",220,205,0,25,23,0,1,15,17,19,19,12,17,8,8,8,7,6,6,17,17,17,17,15,19,10,10,10,10,10,8,10,10,10,10,10,10,0,5.3,8.2,8.7,7.2,8,6.4,0.2,1,7
"2106",220,206,0,25,31,0,1,15,17,21,19,17,12,9,10,10,10,9,9,17,17,17,17,15,19,10,10,10,10,10,10,10,10,10,10,10,10,1,5.3,8.2,8.7,7.2,8,6.4,0.2,1,10
"2107",220,207,0,25,23,0,1,17,13,17,19,19,13,7,9,10,10,9,7,17,17,17,17,15,19,10,10,10,10,10,10,9,10,10,9,9,9,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,7
"2108",220,208,0,25,25,0,1,12,13,19,19,19,17,5,10,10,9,9,9,17,17,17,17,15,19,10,10,10,10,10,9,9,9,10,9,8,8,0,5.3,8.2,8.7,7.2,8,6.4,0.2,1,8
"2109",220,211,0,25,28,0,1,16,16,18,18,16,15,6,10,10,6,10,10,17,17,17,17,15,19,10,10,10,10,10,10,10,10,10,10,10,10,1,5.3,8.2,8.7,7.2,8,6.4,0.2,0,6
"2110",220,212,0,25,27,0,1,14,18,18,16,18,14,6,6,7,6,6,5,17,17,17,17,15,19,10,10,10,10,10,6,8,9,9,8,9,9,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,5
"2111",220,213,0,25,25,0,1,16,17,17,17,17,16,6,7,7,7,7,7,17,17,17,17,15,19,10,10,10,10,10,9,10,9,9,9,9,8,0,5.3,8.2,8.7,7.2,8,6.4,0.2,0,6
"2112",221,194,0,27,24,0,6,16,16,20,16,18,14,8,10,10,8,10,7,16,18,18,18,18,13,7,9,7,9,9,4,3,6,7,6,5,6,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,1,8
"2113",221,195,0,27,27,0,6,15,19,19,19,13,13,7,8,7,7,8,6,16,18,18,18,18,13,7,9,7,9,9,7,8,8,8,5,5,7,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,7
"2114",221,197,0,27,24,0,6,14,18,20,18,16,14,7,7,7,7,7,4,16,18,18,18,18,13,7,9,7,9,9,7,6,7,6,6,5,7,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,4
"2115",221,198,0,27,23,1,6,15,19,17,19,10,19,3,5,6,4,5,5,16,18,18,18,18,13,7,9,7,9,9,3,5,6,3,7,3,3,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,3
"2116",221,199,0,27,30,0,6,18,18,20,12,20,12,5,10,9,6,9,2,16,18,18,18,18,13,7,9,7,9,9,8,6,7,7,8,3,8,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,1,8
"2117",221,202,0,27,22,0,6,15,19,19,19,15,12,6,9,9,7,8,5,16,18,18,18,18,13,7,9,7,9,9,8,8,8,7,7,3,8,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,6
"2118",221,204,0,27,26,0,6,20,16,18,16,18,14,4,7,9,5,6,6,16,18,18,18,18,13,7,9,7,9,9,4,5,6,6,7,3,4,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,6
"2119",221,205,0,27,23,0,6,15,17,19,19,12,17,8,8,8,8,8,6,16,18,18,18,18,13,7,9,7,9,9,5,5,7,6,6,3,5,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,1,7
"2120",221,206,0,27,31,0,6,15,17,21,19,17,12,8,7,8,6,7,5,16,18,18,18,18,13,7,9,7,9,9,6,6,7,7,7,5,7,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,1,7
"2121",221,207,0,27,23,0,6,17,13,17,19,19,13,6,7,9,6,7,6,16,18,18,18,18,13,7,9,7,9,9,8,7,7,9,9,5,9,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,6
"2122",221,208,0,27,25,0,6,12,13,19,19,19,17,5,7,10,8,7,7,16,18,18,18,18,13,7,9,7,9,9,7,7,7,8,8,5,8,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,5
"2123",221,211,0,27,28,0,6,16,16,18,18,16,15,6,10,10,6,10,10,16,18,18,18,18,13,7,9,7,9,9,6,5,6,6,7,3,6,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,6
"2124",221,212,0,27,27,0,6,14,18,18,16,18,14,7,7,8,7,8,7,16,18,18,18,18,13,7,9,7,9,9,5,8,8,8,8,6,7,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,1,7
"2125",221,213,0,27,25,0,6,16,17,17,17,17,16,8,9,10,6,9,7,16,18,18,18,18,13,7,9,7,9,9,5,7,7,7,8,3,7,0,6.3,7.9,8.6,6.5,7.8,5.9,0.4,0,7
"2126",222,194,0,27,24,1,8,16,16,20,16,18,14,3,10,9,6,8,5,10,19,24,19,5,24,4,9,7,9,4,7,4,4,4,7,2,4,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,5
"2127",222,195,0,27,27,1,8,15,19,19,19,13,13,4,5,10,5,6,4,10,19,24,19,5,24,4,9,7,9,4,6,3,8,3,3,2,4,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,5
"2128",222,196,0,27,25,0,8,18,18,18,16,16,16,2,6,4,2,1,2,10,19,24,19,5,24,4,9,7,9,4,7,6,5,3,4,5,6,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,2
"2129",222,197,0,27,24,0,8,14,18,20,18,16,14,7,7,7,7,7,4,10,19,24,19,5,24,4,9,7,9,4,8,4,7,6,7,5,8,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,4
"2130",222,198,0,27,23,0,8,15,19,17,19,10,19,2,3,4,2,3,2,10,19,24,19,5,24,4,9,7,9,4,4,7,8,5,6,2,4,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,2
"2131",222,199,0,27,30,1,8,18,18,20,12,20,12,2,9,9,9,2,2,10,19,24,19,5,24,4,9,7,9,4,10,7,9,8,6,7,8,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,3
"2132",222,202,0,27,22,1,8,15,19,19,19,15,12,2,9,10,4,8,4,10,19,24,19,5,24,4,9,7,9,4,6,4,7,7,8,2,6,1,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,5
"2133",222,203,0,27,22,1,8,16,20,18,20,18,8,3,9,10,2,9,3,10,19,24,19,5,24,4,9,7,9,4,8,5,6,7,6,3,7,1,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,5
"2134",222,204,0,27,26,1,8,20,16,18,16,18,14,1,6,8,1,2,1,10,19,24,19,5,24,4,9,7,9,4,7,6,2,2,8,3,4,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,1
"2135",222,205,0,27,23,1,8,15,17,19,19,12,17,3,10,10,5,8,6,10,19,24,19,5,24,4,9,7,9,4,7,5,6,8,2,4,5,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,10
"2136",222,206,0,27,31,0,8,15,17,21,19,17,12,4,10,10,9,8,7,10,19,24,19,5,24,4,9,7,9,4,6,5,6,2,5,4,6,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,1,7
"2137",222,207,0,27,23,1,8,17,13,17,19,19,13,1,1,1,1,1,1,10,19,24,19,5,24,4,9,7,9,4,8,4,8,6,4,4,7,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,1
"2138",222,208,0,27,25,0,8,12,13,19,19,19,17,5,7,10,5,7,6,10,19,24,19,5,24,4,9,7,9,4,8,7,7,8,2,5,8,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,5
"2139",222,211,0,27,28,1,8,16,16,18,18,16,15,4,10,10,5,7,6,10,19,24,19,5,24,4,9,7,9,4,8,5,7,5,6,5,7,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,6
"2140",222,212,0,27,27,0,8,14,18,18,16,18,14,5,8,8,5,7,6,10,19,24,19,5,24,4,9,7,9,4,8,6,6,8,5,6,9,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,6
"2141",222,213,0,27,25,0,8,16,17,17,17,17,16,6,8,9,5,6,6,10,19,24,19,5,24,4,9,7,9,4,6,5,5,4,6,5,5,0,3.4,7.4,8.1,4.6,5.6,4.1,0.1,0,5
"2142",223,194,0,28,24,1,6,16,16,20,16,18,14,6,10,10,7,10,6,17,17,20,20,11,15,7,8,7,9,6,7,7,7,8,6,7,6,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,6
"2143",223,195,0,28,27,1,6,15,19,19,19,13,13,6,8,10,5,7,6,17,17,20,20,11,15,7,8,7,9,6,6,8,6,7,6,5,5,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,8
"2144",223,197,0,28,24,0,6,14,18,20,18,16,14,7,7,7,7,7,5,17,17,20,20,11,15,7,8,7,9,6,8,6,7,4,8,5,5,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,9
"2145",223,198,0,28,23,0,6,15,19,17,19,10,19,4,4,4,4,4,5,17,17,20,20,11,15,7,8,7,9,6,6,8,8,3,4,5,4,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,4
"2146",223,199,0,28,30,1,6,18,18,20,12,20,12,2,10,10,5,10,10,17,17,20,20,11,15,7,8,7,9,6,9,7,8,7,5,8,7,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,9
"2147",223,202,0,28,22,1,6,15,19,19,19,15,12,8,9,9,8,8,8,17,17,20,20,11,15,7,8,7,9,6,6,7,7,7,7,6,5,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,7
"2148",223,204,0,28,26,1,6,20,16,18,16,18,14,6,6,7,6,7,6,17,17,20,20,11,15,7,8,7,9,6,8,8,8,8,7,2,6,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,6
"2149",223,205,0,28,23,1,6,15,17,19,19,12,17,6,7,6,4,4,4,17,17,20,20,11,15,7,8,7,9,6,8,8,8,8,7,7,8,0,5.6,7.6,7.7,5.7,7,5.9,0.1,0,4
