iid,pid,gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,att_m,sin_m,int_m,fun_m,amb_m,sha_m,decision_o
254,290,1,22,34,1,8,30,10,30,10,5,15,3,6,6,5,6,4,25,7,25,25,8,10,8,7,8,10,8,8,3,3,2,3,2,3,0,5.9,7.3,7.9,6.4,6.7,5.5,0
254,291,1,22,27,0,8,20,20,15,15,12,18,6,9,8,7,7,7,25,7,25,25,8,10,8,7,8,10,8,5,7,9,8,9,5,7,0,5.9,7.3,7.9,6.4,6.7,5.5,1
254,292,1,22,28,0,8,20,18,20,17,10,15,5,10,7,4,4,4,25,7,25,25,8,10,8,7,8,10,8,8,7,5,5,7,3,6,0,5.9,7.3,7.9,6.4,6.7,5.5,0
254,293,1,22,28,0,8,23,18,21,18,10,10,6,8,8,6,5,6,25,7,25,25,8,10,8,7,8,10,8,4,4,5,5,6,5,3,0,5.9,7.3,7.9,6.4,6.7,5.5,0
255,273,1,26,29,0,3,30,25,18,18,4,5,6,5,5,8,4,8,16,16,16,16,16,16,6,8,6,7,6,6,7,6,6,6,6,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,274,1,26,24,0,3,30,10,20,20,10,10,2,4,6,4,6,4,16,16,16,16,16,16,6,8,6,7,6,6,6,6,6,6,6,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,275,1,26,21,0,3,25,10,25,5,10,25,5,5,6,5,5,5,16,16,16,16,16,16,6,8,6,7,6,6,6,7,6,7,6,6,0,5.6,6.2,6,4.9,5.4,5.1,1
255,276,1,26,26,0,3,24,16,28,14,8,10,7,6,5,5,4,6,16,16,16,16,16,16,6,8,6,7,6,6,6,6,6,6,6,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,278,1,26,32,0,3,25,15,20,25,10,5,7,6,5,5,5,2,16,16,16,16,16,16,6,8,6,7,6,5,5,5,5,5,5,5,0,5.6,6.2,6,4.9,5.4,5.1,0
255,279,1,26,25,0,3,27,15,28,10,10,10,5,5,7,3,6,4,16,16,16,16,16,16,6,8,6,7,6,6,6,6,6,6,5,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,280,1,26,25,0,3,25,20,30,15,5,5,8,7,8,5,6,7,16,16,16,16,16,16,6,8,6,7,6,6,6,7,6,7,5,6,0,5.6,6.2,6,4.9,5.4,5.1,1
255,281,1,26,27,0,3,20,20,20,15,5,20,5,4,4,3,5,2,16,16,16,16,16,16,6,8,6,7,6,6,6,7,6,7,6,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,282,1,26,23,0,3,25,15,20,20,10,10,6,7,7,5,5,5,16,16,16,16,16,16,6,8,6,7,6,6,7,7,7,7,6,7,0,5.6,6.2,6,4.9,5.4,5.1,0
255,283,1,26,27,1,3,50,10,10,10,10,10,9,9,9,9,9,9,16,16,16,16,16,16,6,8,6,7,6,6,7,7,6,7,6,6,0,5.6,6.2,6,4.9,5.4,5.1,1
255,285,1,26,24,0,3,20,20,25,25,5,5,3,3,3,3,3,3,16,16,16,16,16,16,6,8,6,7,6,5,5,5,5,5,5,5,0,5.6,6.2,6,4.9,5.4,5.1,1
255,287,1,26,22,1,3,35,40,5,5,7,8,7,7,5,5,6,9,16,16,16,16,16,16,6,8,6,7,6,5,5,5,5,5,5,5,0,5.6,6.2,6,4.9,5.4,5.1,1
255,288,1,26,27,0,3,20,20,15,25,10,10,5,7,3,4,5,5,16,16,16,16,16,16,6,8,6,7,6,6,6,6,6,6,6,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,289,1,26,28,1,3,20,30,10,20,0,20,7,4,7,4,7,3,16,16,16,16,16,16,6,8,6,7,6,6,7,7,7,6,5,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,290,1,26,34,0,3,30,10,30,10,5,15,3,6,6,4,4,5,16,16,16,16,16,16,6,8,6,7,6,6,6,6,6,6,6,6,0,5.6,6.2,6,4.9,5.4,5.1,0
255,291,1,26,27,1,3,20,20,15,15,12,18,5,9,8,7,7,6,16,16,16,16,16,16,6,8,6,7,6,7,7,7,7,7,6,7,0,5.6,6.2,6,4.9,5.4,5.1,1
255,292,1,26,28,0,3,20,18,20,17,10,15,5,10,8,4,6,4,16,16,16,16,16,16,6,8,6,7,6,6,7,7,6,6,6,7,0,5.6,6.2,6,4.9,5.4,5.1,0
255,293,1,26,28,0,3,23,18,21,18,10,10,5,7,6,5,5,4,16,16,16,16,16,16,6,8,6,7,6,6,6,6,6,6,6,6,0,5.6,6.2,6,4.9,5.4,5.1,0
256,273,1,24,29,0,6,30,25,18,18,4,5,7,6,8,5,5,8,15,25,20,20,10,10,6,9,6,8,6,7,7,6,5,5,5,6,0,6.7,7.2,7.6,6.4,6.8,5.9,0
256,275,1,24,21,0,6,25,10,25,5,10,25,6,5,7,6,5,6,15,25,20,20,10,10,6,9,6,8,6,6,6,7,4,6,5,6,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,276,1,24,26,0,6,24,16,28,14,8,10,7,8,9,7,8,8,15,25,20,20,10,10,6,9,6,8,6,6,5,6,7,6,5,6,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,278,1,24,32,0,6,25,15,20,25,10,5,8,7,8,7,8,3,15,25,20,20,10,10,6,9,6,8,6,4,7,7,4,6,6,6,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,279,1,24,25,0,6,27,15,28,10,10,10,7,7,8,6,9,6,15,25,20,20,10,10,6,9,6,8,6,8,7,7,6,7,7,8,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,280,1,24,25,0,6,25,20,30,15,5,5,7,8,8,7,7,6,15,25,20,20,10,10,6,9,6,8,6,6,7,7,6,5,7,6,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,281,1,24,27,0,6,20,20,20,15,5,20,7,5,7,3,10,2,15,25,20,20,10,10,6,9,6,8,6,6,5,7,5,6,5,6,0,6.7,7.2,7.6,6.4,6.8,5.9,0
256,282,1,24,23,0,6,25,15,20,20,10,10,8,7,7,7,7,7,15,25,20,20,10,10,6,9,6,8,6,6,8,6,7,6,5,7,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,283,1,24,27,1,6,50,10,10,10,10,10,9,9,9,9,9,9,15,25,20,20,10,10,6,9,6,8,6,5,7,6,4,5,4,5,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,285,1,24,24,0,6,20,20,25,25,5,5,6,6,6,6,6,6,15,25,20,20,10,10,6,9,6,8,6,7,8,7,6,7,6,6,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,287,1,24,22,1,6,35,40,5,5,7,8,6,7,6,6,5,5,15,25,20,20,10,10,6,9,6,8,6,7,4,5,3,5,4,3,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,288,1,24,27,0,6,20,20,15,25,10,10,6,6,6,6,5,5,15,25,20,20,10,10,6,9,6,8,6,6,7,7,6,5,5,6,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,289,1,24,28,1,6,20,30,10,20,0,20,6,8,8,8,7,7,15,25,20,20,10,10,6,9,6,8,6,7,7,6,7,5,3,7,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,290,1,24,34,0,6,30,10,30,10,5,15,7,8,8,7,6,8,15,25,20,20,10,10,6,9,6,8,6,7,6,6,6,5,7,7,1,6.7,7.2,7.6,6.4,6.8,5.9,1
256,291,1,24,27,1,6,20,20,15,15,12,18,5,8,8,7,6,6,15,25,20,20,10,10,6,9,6,8,6,5,6,7,4,6,6,5,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,292,1,24,28,0,6,20,18,20,17,10,15,6,10,7,5,6,4,15,25,20,20,10,10,6,9,6,8,6,7,7,7,7,6,5,7,0,6.7,7.2,7.6,6.4,6.8,5.9,1
256,293,1,24,28,0,6,23,18,21,18,10,10,6,8,9,6,7,4,15,25,20,20,10,10,6,9,6,8,6,5,6,7,4,7,5,5,0,6.7,7.2,7.6,6.4,6.8,5.9,0
257,273,1,24,29,1,5,30,25,18,18,4,5,7,6,7,5,8,1,22,14,30,10,14,10,7,9,7,9,10,5,7,8,6,8,0,3,0,6.9,7.2,6.8,6.5,6.6,6.1,0
257,274,1,24,24,0,5,30,10,20,20,10,10,6,8,8,8,8,8,22,14,30,10,14,10,7,9,7,9,10,5,7,7,7,7,2,3,0,6.9,7.2,6.8,6.5,6.6,6.1,0
257,275,1,24,21,1,5,25,10,25,5,10,25,6,6,7,5,6,7,22,14,30,10,14,10,7,9,7,9,10,5,5,6,6,6,6,4,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,276,1,24,26,1,5,24,16,28,14,8,10,6,5,4,5,3,6,22,14,30,10,14,10,7,9,7,9,10,3,5,6,6,6,2,6,0,6.9,7.2,6.8,6.5,6.6,6.1,0
257,279,1,24,25,1,5,27,15,28,10,10,10,8,8,7,7,5,4,22,14,30,10,14,10,7,9,7,9,10,6,6,7,7,7,8,6,0,6.9,7.2,6.8,6.5,6.6,6.1,0
257,280,1,24,25,1,5,25,20,30,15,5,5,6,6,6,6,5,7,22,14,30,10,14,10,7,9,7,9,10,3,4,6,5,5,6,3,0,6.9,7.2,6.8,6.5,6.6,6.1,0
257,281,1,24,27,1,5,20,20,20,15,5,20,6,7,5,5,6,7,22,14,30,10,14,10,7,9,7,9,10,3,5,6,4,6,7,3,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,282,1,24,23,0,5,25,15,20,20,10,10,8,8,8,8,8,7,22,14,30,10,14,10,7,9,7,9,10,7,7,7,7,7,6,6,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,283,1,24,27,0,5,50,10,10,10,10,10,10,10,10,10,10,10,22,14,30,10,14,10,7,9,7,9,10,4,7,9,6,9,6,6,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,285,1,24,24,0,5,20,20,25,25,5,5,8,8,8,8,8,8,22,14,30,10,14,10,7,9,7,9,10,5,7,7,7,7,8,5,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,287,1,24,22,0,5,35,40,5,5,7,8,8,6,7,6,6,6,22,14,30,10,14,10,7,9,7,9,10,3,4,6,3,7,3,3,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,288,1,24,27,1,5,20,20,15,25,10,10,4,5,6,5,6,5,22,14,30,10,14,10,7,9,7,9,10,4,5,6,6,7,5,4,0,6.9,7.2,6.8,6.5,6.6,6.1,0
257,289,1,24,28,0,5,20,30,10,20,0,20,7,8,6,6,6,5,22,14,30,10,14,10,7,9,7,9,10,5,7,7,9,9,3,5,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,290,1,24,34,1,5,30,10,30,10,5,15,6,7,7,7,6,6,22,14,30,10,14,10,7,9,7,9,10,7,8,8,7,7,6,6,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,291,1,24,27,0,5,20,20,15,15,12,18,6,7,6,6,6,6,22,14,30,10,14,10,7,9,7,9,10,5,7,9,8,10,2,5,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,292,1,24,28,0,5,20,18,20,17,10,15,9,10,7,7,10,5,22,14,30,10,14,10,7,9,7,9,10,7,7,7,7,6,6,7,0,6.9,7.2,6.8,6.5,6.6,6.1,1
257,293,1,24,28,0,5,23,18,21,18,10,10,7,7,6,6,5,5,22,14,30,10,14,10,7,9,7,9,10,3,5,5,5,5,6,5,0,6.9,7.2,6.8,6.5,6.6,6.1,0
258,273,1,25,29,0,1,30,25,18,18,4,5,8,7,8,8,8,6,7,35,20,20,5,13,6,10,8,9,5,5,3,9,4,4,3,3,0,6.5,7.4,7.3,7,6.7,5.7,0
258,275,1,25,21,0,1,25,10,25,5,10,25,7,6,6,5,6,7,7,35,20,20,5,13,6,10,8,9,5,6,8,7,5,4,2,5,0,6.5,7.4,7.3,7,6.7,5.7,1
258,276,1,25,26,0,1,24,16,28,14,8,10,6,10,9,8,8,5,7,35,20,20,5,13,6,10,8,9,5,7,10,10,6,3,9,8,0,6.5,7.4,7.3,7,6.7,5.7,1
258,279,1,25,25,0,1,27,15,28,10,10,10,7,6,8,7,5,4,7,35,20,20,5,13,6,10,8,9,5,5,6,10,8,7,7,7,0,6.5,7.4,7.3,7,6.7,5.7,0
258,281,1,25,27,0,1,20,20,20,15,5,20,5,7,6,6,7,4,7,35,20,20,5,13,6,10,8,9,5,5,6,10,2,3,3,4,0,6.5,7.4,7.3,7,6.7,5.7,1
258,283,1,25,27,0,1,50,10,10,10,10,10,10,9,9,9,9,6,7,35,20,20,5,13,6,10,8,9,5,9,10,8,6,7,7,7,0,6.5,7.4,7.3,7,6.7,5.7,1
258,285,1,25,24,1,1,20,20,25,25,5,5,7,7,7,7,7,7,7,35,20,20,5,13,6,10,8,9,5,4,10,10,3,3,2,5,0,6.5,7.4,7.3,7,6.7,5.7,1
258,288,1,25,27,0,1,20,20,15,25,10,10,5,6,5,5,5,5,7,35,20,20,5,13,6,10,8,9,5,6,5,9,4,6,2,5,0,6.5,7.4,7.3,7,6.7,5.7,0
258,291,1,25,27,0,1,20,20,15,15,12,18,5,8,8,7,6,6,7,35,20,20,5,13,6,10,8,9,5,4,5,9,2,4,4,4,0,6.5,7.4,7.3,7,6.7,5.7,1
258,293,1,25,28,0,1,23,18,21,18,10,10,5,8,7,8,6,7,7,35,20,20,5,13,6,10,8,9,5,6,7,9,3,6,4,7,0,6.5,7.4,7.3,7,6.7,5.7,0
259,273,1,25,29,1,2,30,25,18,18,4,5,4,5,8,6,8,4,15,18,19,19,17,12,7,9,8,8,9,7,8,9,6,7,4,7,0,6.5,6,7.4,5.7,6.8,5.9,0
259,274,1,25,24,0,2,30,10,20,20,10,10,8,7,8,5,6,5,15,18,19,19,17,12,7,9,8,8,9,5,6,7,5,5,3,4,0,6.5,6,7.4,5.7,6.8,5.9,0
259,276,1,25,26,1,2,24,16,28,14,8,10,10,10,10,10,10,10,15,18,19,19,17,12,7,9,8,8,9,7,2,8,8,5,7,8,1,6.5,6,7.4,5.7,6.8,5.9,1
259,278,1,25,32,1,2,25,15,20,25,10,5,6,5,5,3,5,5,15,18,19,19,17,12,7,9,8,8,9,7,7,8,6,5,6,7,1,6.5,6,7.4,5.7,6.8,5.9,1
259,279,1,25,25,1,2,27,15,28,10,10,10,9,1,6,3,4,2,15,18,19,19,17,12,7,9,8,8,9,5,1,8,4,5,2,5,0,6.5,6,7.4,5.7,6.8,5.9,0
259,280,1,25,25,1,2,25,20,30,15,5,5,7,7,9,7,8,6,15,18,19,19,17,12,7,9,8,8,9,5,7,8,5,5,2,5,1,6.5,6,7.4,5.7,6.8,5.9,0
259,281,1,25,27,1,2,20,20,20,15,5,20,5,5,7,4,9,8,15,18,19,19,17,12,7,9,8,8,9,7,8,8,5,7,6,7,0,6.5,6,7.4,5.7,6.8,5.9,0
259,283,1,25,27,0,2,50,10,10,10,10,10,10,9,9,9,9,9,15,18,19,19,17,12,7,9,8,8,9,6,9,9,5,7,2,6,0,6.5,6,7.4,5.7,6.8,5.9,1
259,285,1,25,24,0,2,20,20,25,25,5,5,9,9,9,9,9,9,15,18,19,19,17,12,7,9,8,8,9,6,8,8,4,7,4,7,0,6.5,6,7.4,5.7,6.8,5.9,1
259,287,1,25,22,0,2,35,40,5,5,7,8,7,6,6,6,6,4,15,18,19,19,17,12,7,9,8,8,9,6,6,7,4,8,2,5,0,6.5,6,7.4,5.7,6.8,5.9,0
259,288,1,25,27,1,2,20,20,15,25,10,10,4,5,5,5,6,5,15,18,19,19,17,12,7,9,8,8,9,7,7,7,6,6,4,7,0,6.5,6,7.4,5.7,6.8,5.9,0
259,289,1,25,28,0,2,20,30,10,20,0,20,4,3,7,5,5,5,15,18,19,19,17,12,7,9,8,8,9,7,8,7,7,7,5,7,0,6.5,6,7.4,5.7,6.8,5.9,0
259,290,1,25,34,1,2,30,10,30,10,5,15,3,3,8,5,7,8,15,18,19,19,17,12,7,9,8,8,9,7,7,9,7,4,4,7,1,6.5,6,7.4,5.7,6.8,5.9,0
259,291,1,25,27,0,2,20,20,15,15,12,18,6,7,7,6,6,6,15,18,19,19,17,12,7,9,8,8,9,6,8,8,6,7,4,7,1,6.5,6,7.4,5.7,6.8,5.9,1
259,292,1,25,28,0,2,20,18,20,17,10,15,7,9,9,4,5,4,15,18,19,19,17,12,7,9,8,8,9,7,7,8,6,8,4,6,0,6.5,6,7.4,5.7,6.8,5.9,0
259,293,1,25,28,0,2,23,18,21,18,10,10,5,5,6,4,6,4,15,18,19,19,17,12,7,9,8,8,9,6,6,7,6,8,3,5,0,6.5,6,7.4,5.7,6.8,5.9,0
260,273,1,27,29,0,4,30,25,18,18,4,5,2,8,8,7,8,9,19,20,19,14,13,15,6,9,7,9,6,5,7,8,5,8,7,6,0,5.7,6.9,7.8,6.2,6.9,6.4,0
260,275,1,27,21,0,4,25,10,25,5,10,25,5,6,8,5,7,8,19,20,19,14,13,15,6,9,7,9,6,6,8,7,6,7,6,7,0,5.7,6.9,7.8,6.2,6.9,6.4,1
260,276,1,27,26,0,4,24,16,28,14,8,10,7,7,8,7,5,6,19,20,19,14,13,15,6,9,7,9,6,7,7,8,7,8,6,8,1,5.7,6.9,7.8,6.2,6.9,6.4,1
260,278,1,27,32,0,4,25,15,20,25,10,5,5,5,5,3,5,5,19,20,19,14,13,15,6,9,7,9,6,6,8,7,7,5,4,5,0,5.7,6.9,7.8,6.2,6.9,6.4,0
260,280,1,27,25,0,4,25,20,30,15,5,5,7,7,8,7,8,7,19,20,19,14,13,15,6,9,7,9,6,7,9,9,8,8,6,7,1,5.7,6.9,7.8,6.2,6.9,6.4,1
260,281,1,27,27,0,4,20,20,20,15,5,20,6,7,9,5,9,5,19,20,19,14,13,15,6,9,7,9,6,4,7,7,4,6,5,5,0,5.7,6.9,7.8,6.2,6.9,6.4,0
260,282,1,27,23,0,4,25,15,20,20,10,10,10,9,9,9,9,9,19,20,19,14,13,15,6,9,7,9,6,7,8,6,8,7,7,8,0,5.7,6.9,7.8,6.2,6.9,6.4,1
260,285,1,27,24,0,4,20,20,25,25,5,5,6,6,6,6,6,6,19,20,19,14,13,15,6,9,7,9,6,6,9,7,7,6,5,7,0,5.7,6.9,7.8,6.2,6.9,6.4,1
260,287,1,27,22,1,4,35,40,5,5,7,8,7,8,8,6,6,6,19,20,19,14,13,15,6,9,7,9,6,5,6,6,7,10,5,6,0,5.7,6.9,7.8,6.2,6.9,6.4,1
260,290,1,27,34,0,4,30,10,30,10,5,15,4,6,9,7,8,5,19,20,19,14,13,15,6,9,7,9,6,7,9,10,6,8,5,8,1,5.7,6.9,7.8,6.2,6.9,6.4,0
260,291,1,27,27,1,4,20,20,15,15,12,18,6,8,8,6,6,7,19,20,19,14,13,15,6,9,7,9,6,6,7,9,7,10,7,7,0,5.7,6.9,7.8,6.2,6.9,6.4,1
260,293,1,27,28,0,4,23,18,21,18,10,10,3,6,8,6,6,4,19,20,19,14,13,15,6,9,7,9,6,7,7,8,8,9,4,7,0,5.7,6.9,7.8,6.2,6.9,6.4,0
261,273,1,26,29,0,1,30,25,18,18,4,5,2,7,7,5,5,4,15,20,20,20,15,10,5,8,7,7,8,6,8,8,6,5,7,6,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,274,1,26,24,0,1,30,10,20,20,10,10,3,0,6,5,4,5,15,20,20,20,15,10,5,8,7,7,8,5,6,7,6,6,6,7,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,275,1,26,21,0,1,25,10,25,5,10,25,6,6,7,5,6,7,15,20,20,20,15,10,5,8,7,7,8,8,8,8,8,7,7,7,0,5.1,6.2,7.1,5.4,5.8,5.2,1
261,276,1,26,26,0,1,24,16,28,14,8,10,8,10,9,7,5,8,15,20,20,20,15,10,5,8,7,7,8,8,10,9,8,7,8,9,1,5.1,6.2,7.1,5.4,5.8,5.2,1
261,278,1,26,32,0,1,25,15,20,25,10,5,5,5,6,5,5,2,15,20,20,20,15,10,5,8,7,7,8,5,7,7,6,6,4,6,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,279,1,26,25,0,1,27,15,28,10,10,10,7,8,10,9,7,8,15,20,20,20,15,10,5,8,7,7,8,8,6,8,8,8,5,6,1,5.1,6.2,7.1,5.4,5.8,5.2,0
261,280,1,26,25,0,1,25,20,30,15,5,5,7,7,8,7,7,7,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,7,7,1,5.1,6.2,7.1,5.4,5.8,5.2,1
261,281,1,26,27,0,1,20,20,20,15,5,20,3,7,9,3,5,3,15,20,20,20,15,10,5,8,7,7,8,6,8,9,6,6,5,6,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,283,1,26,27,1,1,50,10,10,10,10,10,6,6,6,6,6,6,15,20,20,20,15,10,5,8,7,7,8,3,6,7,5,7,4,7,0,5.1,6.2,7.1,5.4,5.8,5.2,1
261,285,1,26,24,0,1,20,20,25,25,5,5,6,6,6,6,6,6,15,20,20,20,15,10,5,8,7,7,8,5,7,7,5,6,5,6,0,5.1,6.2,7.1,5.4,5.8,5.2,1
261,287,1,26,22,1,1,35,40,5,5,7,8,4,6,5,4,5,7,15,20,20,20,15,10,5,8,7,7,8,6,4,6,5,6,4,3,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,288,1,26,27,0,1,20,20,15,25,10,10,4,6,6,5,6,5,15,20,20,20,15,10,5,8,7,7,8,7,6,7,8,7,6,7,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,289,1,26,28,1,1,20,30,10,20,0,20,4,2,6,2,7,2,15,20,20,20,15,10,5,8,7,7,8,6,7,7,9,8,6,8,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,290,1,26,34,0,1,30,10,30,10,5,15,5,7,8,6,7,3,15,20,20,20,15,10,5,8,7,7,8,7,8,7,6,6,8,7,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,291,1,26,27,1,1,20,20,15,15,12,18,6,7,8,7,6,6,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,6,7,1,5.1,6.2,7.1,5.4,5.8,5.2,1
261,292,1,26,28,0,1,20,18,20,17,10,15,5,9,7,4,6,4,15,20,20,20,15,10,5,8,7,7,8,6,6,6,8,8,4,6,0,5.1,6.2,7.1,5.4,5.8,5.2,0
261,293,1,26,28,0,1,23,18,21,18,10,10,5,6,7,6,5,5,15,20,20,20,15,10,5,8,7,7,8,7,6,7,6,5,5,5,0,5.1,6.2,7.1,5.4,5.8,5.2,0
262,273,1,29,29,1,1,30,25,18,18,4,5,2,8,9,9,8,5,10,40,20,20,0,10,6,10,5,9,3,9,9,9,9,8,7,8,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,274,1,29,24,0,1,30,10,20,20,10,10,4,6,7,6,2,5,10,40,20,20,0,10,6,10,5,9,3,7,7,8,7,8,4,7,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,275,1,29,21,1,1,25,10,25,5,10,25,4,7,8,5,8,7,10,40,20,20,0,10,6,10,5,9,3,6,8,8,5,8,5,5,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,276,1,29,26,1,1,24,16,28,14,8,10,5,6,7,3,6,6,10,40,20,20,0,10,6,10,5,9,3,7,7,8,8,7,6,7,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,278,1,29,32,1,1,25,15,20,25,10,5,5,5,6,7,7,2,10,40,20,20,0,10,6,10,5,9,3,6,8,8,8,8,3,7,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,279,1,29,25,1,1,27,15,28,10,10,10,6,8,9,3,7,4,10,40,20,20,0,10,6,10,5,9,3,7,7,8,7,6,4,7,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,280,1,29,25,1,1,25,20,30,15,5,5,3,7,7,5,7,4,10,40,20,20,0,10,6,10,5,9,3,6,9,9,7,6,6,7,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,281,1,29,27,1,1,20,20,20,15,5,20,6,7,7,5,3,4,10,40,20,20,0,10,6,10,5,9,3,6,7,8,7,6,7,7,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,282,1,29,23,0,1,25,15,20,20,10,10,7,7,7,7,7,7,10,40,20,20,0,10,6,10,5,9,3,8,8,7,7,7,6,6,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,283,1,29,27,0,1,50,10,10,10,10,10,10,10,10,10,10,10,10,40,20,20,0,10,6,10,5,9,3,6,7,7,7,7,5,7,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,285,1,29,24,0,1,20,20,25,25,5,5,7,7,7,7,7,7,10,40,20,20,0,10,6,10,5,9,3,6,8,8,8,6,5,8,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,287,1,29,22,0,1,35,40,5,5,7,8,6,8,6,6,5,6,10,40,20,20,0,10,6,10,5,9,3,6,7,8,6,9,4,6,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,288,1,29,27,1,1,20,20,15,25,10,10,4,7,7,6,5,5,10,40,20,20,0,10,6,10,5,9,3,9,8,7,8,6,6,7,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,289,1,29,28,0,1,20,30,10,20,0,20,6,9,9,7,6,8,10,40,20,20,0,10,6,10,5,9,3,8,8,9,8,8,8,8,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,290,1,29,34,1,1,30,10,30,10,5,15,3,5,6,5,6,3,10,40,20,20,0,10,6,10,5,9,3,6,6,7,6,7,5,6,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,291,1,29,27,0,1,20,20,15,15,12,18,5,10,9,7,6,6,10,40,20,20,0,10,6,10,5,9,3,7,8,8,7,8,6,7,0,5.3,7.5,7.7,5.9,6.1,5.3,1
262,292,1,29,28,0,1,20,18,20,17,10,15,10,10,10,4,5,4,10,40,20,20,0,10,6,10,5,9,3,10,9,9,6,6,5,9,0,5.3,7.5,7.7,5.9,6.1,5.3,0
262,293,1,29,28,0,1,23,18,21,18,10,10,3,8,7,4,4,3,10,40,20,20,0,10,6,10,5,9,3,8,8,8,8,8,3,7,0,5.3,7.5,7.7,5.9,6.1,5.3,0
263,273,1,26,29,0,9,30,25,18,18,4,5,2,8,8,9,7,4,20,20,20,10,20,10,8,8,8,8,5,8,10,10,9,10,5,8,0,6,7.1,7.5,7.3,6.4,5.8,0
263,274,1,26,24,0,9,30,10,20,20,10,10,7,8,9,9,8,9,20,20,20,10,20,10,8,8,8,8,5,8,9,8,7,8,5,7,0,6,7.1,7.5,7.3,6.4,5.8,1
263,275,1,26,21,0,9,25,10,25,5,10,25,6,6,7,5,7,7,20,20,20,10,20,10,8,8,8,8,5,5,10,9,7,7,7,8,0,6,7.1,7.5,7.3,6.4,5.8,1
263,276,1,26,26,0,9,24,16,28,14,8,10,8,5,7,8,7,8,20,20,20,10,20,10,8,8,8,8,5,5,9,7,7,7,3,7,0,6,7.1,7.5,7.3,6.4,5.8,1
263,278,1,26,32,0,9,25,15,20,25,10,5,8,8,8,8,8,2,20,20,20,10,20,10,8,8,8,8,5,4,7,7,7,7,3,7,0,6,7.1,7.5,7.3,6.4,5.8,1
263,279,1,26,25,0,9,27,15,28,10,10,10,8,8,8,9,6,4,20,20,20,10,20,10,8,8,8,8,5,9,9,8,9,7,5,8,0,6,7.1,7.5,7.3,6.4,5.8,0
